Ticker,TradeDate,TotalReturnPct,SaleDate,Lastname,District,Party
ksu,06-06-2012,4.444965935,3-17-2025,Lowenthal,CA47,democrat
cat,07-26-2012,4.122809124,3-17-2025,Duckworth,IL08,democrat
abbv,01-02-2013,6.023633257,3-17-2025,Duckworth,IL08,democrat
kmi,01-15-2013,0.720412595,3-17-2025,ORourke,TX16,democrat
pnc,01-30-2013,2.731154966,3-17-2025,Sessions,TX32,republican
aapl,04-19-2013,15.36702509,3-17-2025,Sessions,TX32,republican
ibm,04-22-2013,1.308630144,3-17-2025,Sessions,TX32,republican
wll,05-02-2013,1.308630144,3-17-2025,Sessions,TX32,republican
key,05-10-2013,1.470873786,3-17-2025,Sessions,TX32,republican
gis,05-30-2013,1.272784281,3-17-2025,Sessions,TX32,republican
bce,05-31-2013,0.545210385,3-17-2025,Sessions,TX32,republican
de,07-01-2013,5.941704587,3-17-2025,Conaway,TX11,republican
de,07-01-2013,5.941704587,3-17-2025,Conaway,TX11,republican
msft,07-19-2013,12.458917197,3-17-2025,Scott,GA08,republican
emr,07-26-2013,1.826086957,3-17-2025,Conaway,TX11,republican
bbl,07-26-2013,1.213920938,3-17-2025,Conaway,TX11,republican
emr,07-26-2013,1.826086957,3-17-2025,Conaway,TX11,republican
bbl,07-26-2013,1.213920938,3-17-2025,Conaway,TX11,republican
cdns,08-16-2013,17.881002088,3-17-2025,Sessions,TX32,republican
c,08-22-2013,1.407132839,3-17-2025,Yarmuth,KY03,democrat
dfs,09-09-2013,3.234899329,3-17-2025,Sessions,TX32,republican
msft,09-15-2013,11.927134146,3-17-2025,Scott,GA08,republican
lea,11-12-2013,1.189264818,3-17-2025,Sessions,TX32,republican
jec,12-11-2013,2.069049271,3-17-2025,Smith,TX21,republican
bwa,12-11-2013,0.523163842,3-17-2025,Smith,TX21,republican
wfc,12-13-2013,1.565515664,3-17-2025,Fitzpatrick,PA08,republican
txn,12-13-2013,4.138259833,3-17-2025,Fitzpatrick,PA08,republican
tkr,12-18-2013,1.938884441,3-17-2025,Gibbs,OH07,republican
v,12-19-2013,6.082006664,3-17-2025,Frankel,FL22,democrat
slb,12-23-2013,0.457283555,3-17-2025,Hanna,NY22,republican
dfs,12-23-2013,2.944465013,3-17-2025,Hanna,NY22,republican
aapl,12-23-2013,10.528978389,3-17-2025,Hanna,NY22,republican
nov,12-24-2013,0.197682634,3-17-2025,Hanna,NY22,republican
fast,12-24-2013,1.641036717,3-17-2025,Smith,TX21,republican
nov,12-26-2013,0.19707001,3-17-2025,Hanna,NY22,republican
apa,12-26-2013,0.220600162,3-17-2025,Hanna,NY22,republican
wmb,12-30-2013,1.462639938,3-17-2025,Flores,TX17,republican
tjx,12-30-2013,3.563171194,3-17-2025,Flores,TX17,republican
tgt,12-30-2013,1.672802945,3-17-2025,Flores,TX17,republican
oke,12-30-2013,1.742452479,3-17-2025,Flores,TX17,republican
msft,12-30-2013,10.491016358,3-17-2025,Flores,TX17,republican
ma,12-30-2013,6.385095404,3-17-2025,Flores,TX17,republican
lmt,12-30-2013,3.184446864,3-17-2025,Flores,TX17,republican
jpm,12-30-2013,4.060051769,3-17-2025,Flores,TX17,republican
jnj,12-30-2013,1.765872156,3-17-2025,Flores,TX17,republican
gis,12-30-2013,1.21877502,3-17-2025,Flores,TX17,republican
lly,12-30-2013,16.147547391,3-17-2025,Flores,TX17,republican
cl,12-30-2013,1.383463243,3-17-2025,Flores,TX17,republican
adp,12-30-2013,4.084774357,3-17-2025,Flores,TX17,republican
aapl,12-30-2013,10.826767677,3-17-2025,Flores,TX17,republican
abt,12-30-2013,3.38167144,3-17-2025,Flores,TX17,republican
mmm,12-30-2013,1.318263704,3-17-2025,Flores,TX17,republican
nov,01-03-2014,0.197125546,3-17-2025,Gibbs,OH07,republican
gis,01-07-2014,1.221464393,3-17-2025,Flores,TX17,republican
aapl,01-07-2014,11.113011923,3-17-2025,Flores,TX17,republican
intu,01-07-2014,7.84648326,3-17-2025,Lowenthal,CA47,democrat
gwre,01-07-2014,3.635068154,3-17-2025,Smith,TX21,republican
intu,01-07-2014,7.84648326,3-17-2025,Lowenthal,CA47,democrat
pep,01-09-2014,1.790464695,3-17-2025,Fitzpatrick,PA08,republican
intc,01-09-2014,1.016199131,3-17-2025,Fitzpatrick,PA08,republican
bwa,01-09-2014,0.493428064,3-17-2025,Smith,TX21,republican
akam,01-09-2014,1.75052499,3-17-2025,Smith,TX21,republican
bwa,01-09-2014,0.493428064,3-17-2025,Smith,TX21,republican
akam,01-09-2014,1.75052499,3-17-2025,Smith,TX21,republican
usb,01-10-2014,0.997562165,3-17-2025,Clark,MA05,democrat
jnj,01-10-2014,1.720392654,3-17-2025,Clark,MA05,democrat
pep,01-10-2014,1.776526946,3-17-2025,Conaway,TX11,republican
aal,01-13-2014,0.372425829,3-17-2025,Conaway,TX11,republican
orcl,01-13-2014,4.113642384,3-17-2025,Conaway,TX11,republican
dal,01-14-2014,1.372071228,3-17-2025,Conaway,TX11,republican
low,01-14-2014,4.553374233,3-17-2025,Smith,TX21,republican
b,01-15-2014,1.199292751,3-17-2025,Gibbs,OH07,republican
intc,01-15-2014,0.964379453,3-17-2025,Grijalva,AZ03,democrat
aa,01-15-2014,1.104186339,3-17-2025,Grijalva,AZ03,democrat
ipgp,01-15-2014,0.801157781,3-17-2025,Smith,TX21,republican
ipgp,01-15-2014,0.801157781,3-17-2025,Smith,TX21,republican
bac,01-16-2014,2.43852459,3-17-2025,Hinojosa,TX15,democrat
bac,01-16-2014,2.43852459,3-17-2025,Hinojosa,TX15,democrat
pru,01-16-2014,1.162461266,3-17-2025,Hinojosa,TX15,democrat
celg,01-17-2014,1.295977011,3-17-2025,Conaway,TX11,republican
srcl,01-22-2014,0.518270758,3-17-2025,Smith,TX21,republican
ffiv,01-22-2014,2.64074682,3-17-2025,Smith,TX21,republican
srcl,01-22-2014,0.518270758,3-17-2025,Smith,TX21,republican
nsc,01-23-2014,2.431027119,3-17-2025,Clark,MA05,democrat
hbi,01-23-2014,0.343470483,3-17-2025,Hinojosa,TX15,democrat
hbi,01-23-2014,0.343470483,3-17-2025,Hinojosa,TX15,democrat
tsla,01-23-2014,19.890909091,3-17-2025,Rahall,WV03,democrat
biib,01-24-2014,0.471014493,3-17-2025,Hinojosa,TX15,democrat
biib,01-24-2014,0.471014493,3-17-2025,Hinojosa,TX15,democrat
cmi,01-24-2014,2.477396881,3-17-2025,Hinojosa,TX15,democrat
biib,01-24-2014,0.471014493,3-17-2025,Hinojosa,TX15,democrat
biib,01-24-2014,0.471014493,3-17-2025,Hinojosa,TX15,democrat
amzn,01-24-2014,10.196078431,3-17-2025,Hinojosa,TX15,democrat
cost,01-27-2014,8.415166743,3-17-2025,Conaway,TX11,republican
ffiv,01-28-2014,2.345726262,3-17-2025,Smith,TX21,republican
ffiv,01-28-2014,2.345726262,3-17-2025,Smith,TX21,republican
orcl,01-29-2014,4.200432783,3-17-2025,Conaway,TX11,republican
bac,01-29-2014,2.497002398,3-17-2025,Grijalva,AZ03,democrat
aapl,01-29-2014,11.989373602,3-17-2025,Grijalva,AZ03,democrat
jwn,01-29-2014,0.457412653,3-17-2025,Sessions,TX32,republican
ba,01-29-2014,1.251733703,3-17-2025,Sessions,TX32,republican
nee,01-30-2014,3.198328936,3-17-2025,Conaway,TX11,republican
nee,01-31-2014,3.164926023,3-17-2025,Conaway,TX11,republican
klac,02-05-2014,14.714227393,3-17-2025,Clark,MA05,democrat
kmb,02-05-2014,1.380693607,3-17-2025,Clark,MA05,democrat
amgn,02-05-2014,2.75467107,3-17-2025,Clark,MA05,democrat
wmb,02-05-2014,1.4097867,3-17-2025,Flores,TX17,republican
tgt,02-05-2014,1.897584892,3-17-2025,Flores,TX17,republican
pm,02-05-2014,1.956957087,3-17-2025,Flores,TX17,republican
oke,02-05-2014,1.574869463,3-17-2025,Flores,TX17,republican
mcd,02-05-2014,3.251870058,3-17-2025,Flores,TX17,republican
ma,02-05-2014,7.304640308,3-17-2025,Flores,TX17,republican
lmt,02-05-2014,3.112241505,3-17-2025,Flores,TX17,republican
jnj,02-05-2014,1.86743813,3-17-2025,Flores,TX17,republican
intc,02-05-2014,1.093537415,3-17-2025,Flores,TX17,republican
gis,02-05-2014,1.285684122,3-17-2025,Flores,TX17,republican
lly,02-05-2014,15.672799697,3-17-2025,Flores,TX17,republican
cl,02-05-2014,1.498179411,3-17-2025,Flores,TX17,republican
adp,02-05-2014,4.503952876,3-17-2025,Flores,TX17,republican
t,02-05-2014,1.10895584,3-17-2025,Flores,TX17,republican
abt,02-05-2014,3.573314993,3-17-2025,Flores,TX17,republican
mmm,02-05-2014,1.443181818,3-17-2025,Flores,TX17,republican
gild,02-06-2014,1.469281046,3-17-2025,Smith,TX21,republican
fast,02-06-2014,1.71319053,3-17-2025,Smith,TX21,republican
kmi,02-07-2014,0.780817888,3-17-2025,Flores,TX17,republican
fosl,02-10-2014,0.01426087,3-17-2025,Smith,TX21,republican
pg,02-18-2014,2.162241888,3-17-2025,Slaughter,NY25,democrat
wec,02-20-2014,2.394850763,3-17-2025,Clark,MA05,democrat
amgn,02-20-2014,2.566847518,3-17-2025,Clark,MA05,democrat
wfc,02-21-2014,1.501315789,3-17-2025,Fitzpatrick,PA08,republican
td,02-21-2014,1.291890681,3-17-2025,Fitzpatrick,PA08,republican
cvx,02-21-2014,1.413649272,3-17-2025,Fitzpatrick,PA08,republican
mro,02-21-2014,0.858388455,3-17-2025,Hanna,NY22,republican
gild,02-21-2014,1.360939581,3-17-2025,Hanna,NY22,republican
ipgp,02-25-2014,0.875919929,3-17-2025,Smith,TX21,republican
slb,02-26-2014,0.432376827,3-17-2025,Boehner,OH08,republican
ups,02-26-2014,1.21039916,3-17-2025,Hanna,NY22,republican
gs,02-26-2014,3.403071253,3-17-2025,Hanna,NY22,republican
gs,02-26-2014,3.403071253,3-17-2025,Hanna,NY22,republican
tsla,02-26-2014,14.266745702,3-17-2025,Rahall,WV03,democrat
vtr,02-27-2014,1.216944801,3-17-2025,Clark,MA05,democrat
tcbi,02-27-2014,1.147951807,3-17-2025,Smith,TX21,republican
amzn,02-28-2014,10.91109884,3-17-2025,Hanna,NY22,republican
fast,02-28-2014,1.610086883,3-17-2025,Smith,TX21,republican
low,03-05-2014,4.42224429,3-17-2025,Smith,TX21,republican
srcl,03-07-2014,0.526593033,3-17-2025,Smith,TX21,republican
dis,03-07-2014,1.213477679,3-17-2025,McKinley,WV01,republican
gww,03-07-2014,3.710994357,3-17-2025,McKinley,WV01,republican
val,03-07-2014,1.30477474,3-17-2025,McKinley,WV01,republican
uhs,03-07-2014,2.069535588,3-17-2025,McKinley,WV01,republican
utx,03-07-2014,1.851533391,3-17-2025,McKinley,WV01,republican
tjx,03-07-2014,3.655541154,3-17-2025,McKinley,WV01,republican
sbux,03-07-2014,2.71201752,3-17-2025,McKinley,WV01,republican
rost,03-07-2014,3.493892282,3-17-2025,McKinley,WV01,republican
pdco,03-07-2014,0.741904762,3-17-2025,McKinley,WV01,republican
orly,03-07-2014,0.741904762,3-17-2025,McKinley,WV01,republican
intu,03-07-2014,7.355839416,3-17-2025,McKinley,WV01,republican
fisv,03-07-2014,7.434161279,3-17-2025,McKinley,WV01,republican
fds,03-07-2014,4.074532978,3-17-2025,McKinley,WV01,republican
dhr,03-07-2014,3.923298731,3-17-2025,McKinley,WV01,republican
cost,03-07-2014,8.383761151,3-17-2025,McKinley,WV01,republican
cern,03-07-2014,1.572304125,3-17-2025,McKinley,WV01,republican
bbby,03-07-2014,0.001156738,3-17-2025,McKinley,WV01,republican
azo,03-07-2014,0.001156738,3-17-2025,McKinley,WV01,republican
mmm,03-07-2014,1.370462856,3-17-2025,McKinley,WV01,republican
wec,03-13-2014,2.336816363,3-17-2025,Clark,MA05,democrat
usb,03-13-2014,0.981294964,3-17-2025,Clark,MA05,democrat
qcom,03-13-2014,2.0933492,3-17-2025,Clark,MA05,democrat
nee,03-13-2014,3.101492537,3-17-2025,Clark,MA05,democrat
klac,03-13-2014,13.431153345,3-17-2025,Clark,MA05,democrat
kmb,03-13-2014,1.336585366,3-17-2025,Clark,MA05,democrat
amgn,03-13-2014,2.557115198,3-17-2025,Clark,MA05,democrat
rl,03-13-2014,1.35926228,3-17-2025,Conaway,TX11,republican
t,03-14-2014,1.094947025,3-17-2025,Conaway,TX11,republican
rcl,03-17-2014,4.069289489,3-17-2025,Davis,CA53,democrat
hpq,03-18-2014,2.012256669,3-17-2025,Clark,MA05,democrat
nly,03-18-2014,0.46231376,3-17-2025,Clark,MA05,democrat
srcl,03-20-2014,0.541877951,3-17-2025,Smith,TX21,republican
t,03-21-2014,1.037451737,3-17-2025,Conaway,TX11,republican
gm,03-21-2014,1.400742645,3-17-2025,Hanna,NY22,republican
hpq,03-26-2014,1.899931926,3-17-2025,Clark,MA05,democrat
d,03-26-2014,0.777998863,3-17-2025,Connolly,VA11,democrat
gild,03-26-2014,1.544380324,3-17-2025,Hanna,NY22,republican
lulu,03-27-2014,6.0484375,3-17-2025,Smith,TX21,republican
cvlt,03-27-2014,2.273995707,3-17-2025,Smith,TX21,republican
ip,04-01-2014,1.114355231,3-17-2025,Whitfield,KY01,republican
intc,04-03-2014,0.973873533,3-17-2025,Clark,MA05,democrat
amzn,04-03-2014,11.846522782,3-17-2025,Smith,TX21,republican
vz,04-07-2014,0.908354115,3-17-2025,Conaway,TX11,republican
ups,04-07-2014,1.183545604,3-17-2025,Flores,TX17,republican
ip,04-07-2014,1.1212998,3-17-2025,Whitfield,KY01,republican
abc,04-07-2014,3.988937364,3-17-2025,Whitfield,KY01,republican
vz,04-09-2014,0.911004585,3-17-2025,Conaway,TX11,republican
bac,04-09-2014,2.506016847,3-17-2025,Hanna,NY22,republican
ups,04-11-2014,1.196946089,3-17-2025,Hanna,NY22,republican
kmt,04-11-2014,0.471486304,3-17-2025,Smith,TX21,republican
vtr,04-15-2014,1.151283831,3-17-2025,Clark,MA05,democrat
spg,04-15-2014,0.998059954,3-17-2025,Clark,MA05,democrat
chd,04-15-2014,3.207481005,3-17-2025,Clark,MA05,democrat
vz,04-15-2014,0.931585678,3-17-2025,Miller,CA11,democrat
amzn,04-17-2014,12.16,3-17-2025,Hanna,NY22,republican
slb,04-21-2014,0.392239686,3-17-2025,Smith,TX21,republican
hal,04-22-2014,0.384032818,3-17-2025,Conaway,TX11,republican
ms,04-23-2014,3.597938144,3-17-2025,Hanna,NY22,republican
unp,04-23-2014,2.4417926,3-17-2025,Peters,MI14,democrat
alb,04-24-2014,1.083183722,3-17-2025,Frankel,FL22,democrat
csgp,04-24-2014,0.462396568,3-17-2025,Smith,TX21,republican
yum,04-25-2014,2.747000895,3-17-2025,Smith,TX21,republican
vtr,04-28-2014,1.156097561,3-17-2025,Clark,MA05,democrat
hpq,04-28-2014,1.910335387,3-17-2025,Clark,MA05,democrat
chd,04-28-2014,3.155836688,3-17-2025,Clark,MA05,democrat
cck,04-28-2014,1.835229667,3-17-2025,Frankel,FL22,democrat
bdx,04-29-2014,1.986004635,3-17-2025,Hanna,NY22,republican
fds,04-29-2014,4.05828745,3-17-2025,Smith,TX21,republican
msft,04-30-2014,9.683415842,3-17-2025,Frankel,FL22,democrat
hes,04-30-2014,1.614176761,3-17-2025,Frankel,FL22,democrat
jpm,04-30-2014,4.202929618,3-17-2025,Hanna,NY22,republican
bdx,05-02-2014,1.978596803,3-17-2025,Hanna,NY22,republican
vrsk,05-02-2014,4.846810648,3-17-2025,Lowenthal,CA47,democrat
cop,05-05-2014,1.251007933,3-17-2025,Clark,MA05,democrat
bp,05-05-2014,0.637079315,3-17-2025,Clark,MA05,democrat
nly,05-05-2014,0.453178694,3-17-2025,Clark,MA05,democrat
vz,05-05-2014,0.922346487,3-17-2025,Gibbs,OH07,republican
cop,05-06-2014,1.247924235,3-17-2025,Clark,MA05,democrat
ben,05-06-2014,0.403153633,3-17-2025,Hanna,NY22,republican
txn,05-12-2014,3.697550586,3-17-2025,Clark,MA05,democrat
vmi,05-12-2014,2.11119926,3-17-2025,DelBene,WA01,democrat
swn,05-12-2014,0.156573442,3-17-2025,DelBene,WA01,democrat
ravn,05-12-2014,1.855591054,3-17-2025,DelBene,WA01,democrat
myrg,05-12-2014,4.540870272,3-17-2025,DelBene,WA01,democrat
lkq,05-12-2014,1.406473595,3-17-2025,DelBene,WA01,democrat
jci,05-12-2014,1.929745889,3-17-2025,DelBene,WA01,democrat
fslr,05-12-2014,2.080683064,3-17-2025,DelBene,WA01,democrat
eog,05-12-2014,1.168371285,3-17-2025,DelBene,WA01,democrat
erii,05-12-2014,3.387711864,3-17-2025,DelBene,WA01,democrat
cree,05-12-2014,0.110701906,3-17-2025,DelBene,WA01,democrat
ccc,05-12-2014,0.183532659,3-17-2025,DelBene,WA01,democrat
bmi,05-12-2014,7.645376176,3-17-2025,DelBene,WA01,democrat
ayi,05-12-2014,2.107069881,3-17-2025,DelBene,WA01,democrat
abb,05-12-2014,2.28601428,3-17-2025,DelBene,WA01,democrat
aapl,05-12-2014,10.126121871,3-17-2025,Frankel,FL22,democrat
ba,05-13-2014,1.217309854,3-17-2025,Clark,MA05,democrat
apa,05-13-2014,0.211508554,3-17-2025,Hanna,NY22,republican
f,05-15-2014,0.700704225,3-17-2025,Conaway,TX11,republican
pg,05-15-2014,2.093505526,3-17-2025,Doggett,TX35,democrat
cck,05-15-2014,1.791812384,3-17-2025,Frankel,FL22,democrat
tkr,05-15-2014,1.628923767,3-17-2025,Gibbs,OH07,republican
pg,05-15-2014,2.093505526,3-17-2025,Slaughter,NY25,democrat
aapl,05-20-2014,9.924537037,3-17-2025,Frankel,FL22,democrat
mas,05-21-2014,3.767555797,3-17-2025,Hanna,NY22,republican
qcom,05-22-2014,1.989944696,3-17-2025,Boehner,OH08,republican
ben,05-23-2014,0.377117799,3-17-2025,Castor,FL14,democrat
se,05-23-2014,8.178899083,3-17-2025,Clark,MA05,democrat
spg,05-23-2014,0.967835902,3-17-2025,Clark,MA05,democrat
googl,05-23-2014,5.845335225,3-17-2025,Gibbs,OH07,republican
ben,05-23-2014,0.377117799,3-17-2025,Castor,FL14,democrat
psx,05-29-2014,1.452798861,3-17-2025,Clark,MA05,democrat
m,05-29-2014,0.23056119,3-17-2025,Clark,MA05,democrat
aapl,05-29-2014,9.44777435,3-17-2025,Clark,MA05,democrat
yum,05-29-2014,2.780859163,3-17-2025,Smith,TX21,republican
rost,06-02-2014,3.683055312,3-17-2025,Rooney,FL17,republican
gm,06-03-2014,1.390811117,3-17-2025,Peters,MI14,democrat
slb,06-03-2014,0.38449687,3-17-2025,Smith,TX21,republican
qcom,06-03-2014,1.969154229,3-17-2025,Smith,TX21,republican
pnr,06-04-2014,1.677986416,3-17-2025,Fitzpatrick,PA08,republican
kmb,06-04-2014,1.309285112,3-17-2025,Fitzpatrick,PA08,republican
nxpi,06-05-2014,3.170662461,3-17-2025,Frankel,FL22,democrat
klac,06-09-2014,13.180654599,3-17-2025,Clark,MA05,democrat
csco,06-09-2014,2.462903226,3-17-2025,Clark,MA05,democrat
nxpi,06-09-2014,3.155729984,3-17-2025,Frankel,FL22,democrat
gnw,06-09-2014,0.359531773,3-17-2025,Frankel,FL22,democrat
tjx,06-10-2014,4.024616482,3-17-2025,Flores,TX17,republican
mcd,06-10-2014,3.016554322,3-17-2025,Flores,TX17,republican
lmt,06-10-2014,2.79700012,3-17-2025,Flores,TX17,republican
lly,06-10-2014,13.828786611,3-17-2025,Flores,TX17,republican
t,06-10-2014,1.018188708,3-17-2025,Flores,TX17,republican
afl,06-10-2014,3.321744627,3-17-2025,Flores,TX17,republican
siri,06-11-2014,0.720260223,3-17-2025,Hanna,NY22,republican
aapl,06-12-2014,9.292154313,3-17-2025,Clark,MA05,democrat
pm,06-12-2014,1.705462375,3-17-2025,Clark,MA05,democrat
mtw,06-16-2014,0.390480202,3-17-2025,Grijalva,AZ03,democrat
amgn,06-16-2014,2.728822314,3-17-2025,Grijalva,AZ03,democrat
apa,06-17-2014,0.194285714,3-17-2025,Conaway,TX11,republican
apa,06-18-2014,0.191164659,3-17-2025,Conaway,TX11,republican
wmb,06-18-2014,0.979598954,3-17-2025,Flores,TX17,republican
mcd,06-18-2014,3.002565368,3-17-2025,Frankel,FL22,democrat
pru,06-18-2014,1.16040654,3-17-2025,Price,NC04,democrat
cost,06-18-2014,8.184112316,3-17-2025,Price,NC04,democrat
ben,06-19-2014,0.358401212,3-17-2025,Frankel,FL22,democrat
wmb,06-23-2014,0.95446823,3-17-2025,Flores,TX17,republican
d,06-25-2014,0.784690367,3-17-2025,Connolly,VA11,democrat
intu,06-25-2014,7.453772189,3-17-2025,Lowenthal,CA47,democrat
intu,06-25-2014,7.453772189,3-17-2025,Lowenthal,CA47,democrat
aapl,06-26-2014,9.431148262,3-17-2025,Conaway,TX11,republican
cree,06-27-2014,0.10540429,3-17-2025,DelBene,WA01,democrat
schw,06-30-2014,2.903453398,3-17-2025,Davis,CA53,democrat
cl,06-30-2014,1.327662071,3-17-2025,Smith,TX21,republican
anss,06-30-2014,4.188340807,3-17-2025,Smith,TX21,republican
txn,07-02-2014,3.578643579,3-17-2025,Clark,MA05,democrat
pkg,07-02-2014,2.706935438,3-17-2025,Clark,MA05,democrat
vfc,07-07-2014,0.278544965,3-17-2025,Gibbs,OH07,republican
ups,07-08-2014,1.119825073,3-17-2025,Flores,TX17,republican
msft,07-08-2014,9.363571087,3-17-2025,Flores,TX17,republican
mcd,07-08-2014,3.040363673,3-17-2025,Flores,TX17,republican
gis,07-08-2014,1.146704331,3-17-2025,Flores,TX17,republican
cl,07-08-2014,1.302446043,3-17-2025,Flores,TX17,republican
mmm,07-08-2014,1.271471124,3-17-2025,Flores,TX17,republican
tjx,07-09-2014,4.14133627,3-17-2025,Flores,TX17,republican
mcd,07-09-2014,3.010883546,3-17-2025,Frankel,FL22,democrat
gww,07-09-2014,3.813244821,3-17-2025,Hanna,NY22,republican
siri,07-09-2014,0.720260223,3-17-2025,Hanna,NY22,republican
nflx,07-09-2014,14.064939169,3-17-2025,Owens,NY21,democrat
pm,07-10-2014,1.772555948,3-17-2025,Whitfield,KY01,republican
deo,07-10-2014,0.847198242,3-17-2025,Whitfield,KY01,republican
aa,07-14-2014,0.725843162,3-17-2025,Conaway,TX11,republican
aa,07-15-2014,0.725392887,3-17-2025,Conaway,TX11,republican
nvs,07-15-2014,1.351374783,3-17-2025,Owens,NY21,democrat
ma,07-15-2014,6.793539326,3-17-2025,Smith,TX21,republican
cmcsa,07-16-2014,0.651226158,3-17-2025,Rooney,FL17,republican
su,07-17-2014,0.870262391,3-17-2025,Smith,TX21,republican
ccj,07-21-2014,1.964755639,3-17-2025,Frankel,FL22,democrat
yum,07-21-2014,2.878424015,3-17-2025,Rahall,WV03,democrat
vz,07-22-2014,0.857395057,3-17-2025,Clark,MA05,democrat
siri,07-22-2014,0.693408888,3-17-2025,Hanna,NY22,republican
gd,07-24-2014,2.188261442,3-17-2025,Conaway,TX11,republican
cat,07-24-2014,3.269516375,3-17-2025,Foxx,NC05,republican
pbyi,07-24-2014,0.015686643,3-17-2025,Rahall,WV03,democrat
gd,07-25-2014,2.19440317,3-17-2025,Conaway,TX11,republican
fdx,07-25-2014,1.633766406,3-17-2025,Foxx,NC05,republican
deo,07-25-2014,0.882376982,3-17-2025,Whitfield,KY01,republican
trow,07-28-2014,1.207790549,3-17-2025,Hanna,NY22,republican
qcom,07-28-2014,2.087828036,3-17-2025,Hanna,NY22,republican
omc,07-28-2014,1.089364035,3-17-2025,Rooney,FL17,republican
lmt,07-30-2014,2.750323187,3-17-2025,Clark,MA05,democrat
dow,07-30-2014,0.716463415,3-17-2025,Clark,MA05,democrat
amp,07-30-2014,3.825030377,3-17-2025,Clark,MA05,democrat
cat,07-30-2014,3.322015864,3-17-2025,Foxx,NC05,republican
v,07-30-2014,6.138826607,3-17-2025,Grijalva,AZ03,democrat
utx,07-30-2014,2.059292318,3-17-2025,Grijalva,AZ03,democrat
qcom,07-30-2014,2.082062073,3-17-2025,Grijalva,AZ03,democrat
nke,07-30-2014,1.825125628,3-17-2025,Grijalva,AZ03,democrat
myl,07-30-2014,0.177645895,3-17-2025,Grijalva,AZ03,democrat
pbyi,07-30-2014,0.014878168,3-17-2025,Rahall,WV03,democrat
trmb,07-30-2014,2.116353204,3-17-2025,Smith,TX21,republican
pm,07-30-2014,1.808991465,3-17-2025,Whitfield,KY01,republican
ben,07-31-2014,0.383073497,3-17-2025,Frankel,FL22,democrat
dhr,07-31-2014,4.112230506,3-17-2025,Frankel,FL22,democrat
trmb,07-31-2014,2.148543689,3-17-2025,Smith,TX21,republican
bmy,07-31-2014,1.190833663,3-17-2025,Smith,TX21,republican
pm,07-31-2014,1.835020119,3-17-2025,Whitfield,KY01,republican
sjm,07-31-2014,1.121637896,3-17-2025,Whitfield,KY01,republican
sjm,07-31-2014,1.121637896,3-17-2025,Whitfield,KY01,republican
ingr,07-31-2014,1.773054461,3-17-2025,Whitfield,KY01,republican
trmb,08-01-2014,2.165362035,3-17-2025,Smith,TX21,republican
lly,08-07-2014,13.691300746,3-17-2025,Fitzpatrick,PA08,republican
wmb,08-08-2014,0.998755556,3-17-2025,Flores,TX17,republican
trgp,08-08-2014,1.389830508,3-17-2025,Flores,TX17,republican
semg,08-08-2014,0.18730515,3-17-2025,Flores,TX17,republican
stx,08-08-2014,1.502896261,3-17-2025,Flores,TX17,republican
oke,08-08-2014,1.475927388,3-17-2025,Flores,TX17,republican
wu,08-08-2014,0.62,3-17-2025,Frankel,FL22,democrat
trmb,08-08-2014,2.015482696,3-17-2025,Smith,TX21,republican
met,08-12-2014,1.671686747,3-17-2025,Price,NC04,democrat
hon,08-12-2014,2.224625982,3-17-2025,Price,NC04,democrat
gild,08-12-2014,1.203941731,3-17-2025,Price,NC04,democrat
pg,08-12-2014,2.070621469,3-17-2025,Slaughter,NY25,democrat
t,08-18-2014,1.026748185,3-17-2025,Castor,FL14,democrat
pg,08-18-2014,2.045002426,3-17-2025,Doggett,TX35,democrat
t,08-18-2014,1.026748185,3-17-2025,Castor,FL14,democrat
vz,08-19-2014,0.897535934,3-17-2025,Hanna,NY22,republican
trow,08-19-2014,1.231861404,3-17-2025,Hanna,NY22,republican
tmo,08-19-2014,4.158019446,3-17-2025,McKinley,WV01,republican
pep,08-19-2014,1.614848683,3-17-2025,McKinley,WV01,republican
nke,08-19-2014,1.850229241,3-17-2025,McKinley,WV01,republican
kmb,08-19-2014,1.344300144,3-17-2025,McKinley,WV01,republican
hrl,08-19-2014,1.241684211,3-17-2025,McKinley,WV01,republican
ecl,08-19-2014,2.206202776,3-17-2025,McKinley,WV01,republican
dltr,08-19-2014,1.206360812,3-17-2025,McKinley,WV01,republican
chd,08-19-2014,3.228235294,3-17-2025,McKinley,WV01,republican
amgn,08-19-2014,2.382949932,3-17-2025,McKinley,WV01,republican
trow,08-20-2014,1.219471309,3-17-2025,Hanna,NY22,republican
ba,08-20-2014,1.275618375,3-17-2025,Hanna,NY22,republican
apa,08-20-2014,0.189754834,3-17-2025,Hanna,NY22,republican
ma,08-21-2014,6.910897519,3-17-2025,Grijalva,AZ03,democrat
tgt,08-22-2014,1.711711712,3-17-2025,Conaway,TX11,republican
lly,08-25-2014,13.171847601,3-17-2025,Clark,MA05,democrat
m,08-26-2014,0.217926186,3-17-2025,Clark,MA05,democrat
hd,08-26-2014,3.789697697,3-17-2025,Clark,MA05,democrat
lly,08-26-2014,13.155070849,3-17-2025,Clark,MA05,democrat
gs,08-26-2014,3.114221473,3-17-2025,Hanna,NY22,republican
v,08-27-2014,6.052873987,3-17-2025,Conaway,TX11,republican
m,08-27-2014,0.21796101,3-17-2025,Conaway,TX11,republican
