united states,tag,,,currency,id,,symbol
united states,,,,,,,XSR
united states,,,,,,,SNOW
united states,,,,,,,NFY
united states,data,,,USD,1066751,,DTA
united states,,,,,,,FREE
united states,,,,,,,APIX
united states,,,,,,,CLB
united states,,,,,,,ZANO
united states,,,,,,,AZUKI
united states,peercoin,,,USD,1061845,,PPC
united states,,,,,,,ABYSS
united states,,,,,,,EVN
united states,,,,,,,DAPP
united states,,,,,,,DFS
united states,iqeon,,,USD,1156449,,IQN
united states,,,,,,,MAP
united states,,,,,,,BMX
united states,,,,,,,MCI
united states,,,,,,,CXO
united states,,,,,,,YFL
united states,,,,,,,BRY
united states,,,,,,,FLETA
united states,banano,,,USD,1096438,,BAN
united states,,,,,,,BWF
united states,,,,,,,DTR
united states,,,,,,,TRTT
united states,,,,,,,XFT
united states,thekey,,,USD,1094199,,TKY
united states,,,,,,,BIKI
united states,,,,,,,JGN
united states,,,,,,,MTRG
united states,,,,,,,MONA
united states,,,,,,,PCM
united states,,,,,,,AYA
united states,eboostcoin,,,USD,1071374,,EBST
united states,santiment,,,USD,1061532,,SAN
united states,,,,,,,SYLO
united states,,,,,,,CHI
united states,,,,,,,ATM
united states,roobee,,,USD,1153144,,ROOBEE
united states,,,,,,,XIO
united states,,,,,,,KTON
united states,,,,,,,ISR
united states,,,,,,,JUP
united states,,,,,,,VAL
united states,,,,,,,SENSO
united states,phore,,,USD,1071196,,PHR
united states,,,,,,,PLC
united states,,,,,,,HAPI
united states,,,,,,,vDOT
united states,genaro-network,,,USD,1061466,,GNX
united states,,,,,,,BHP
united states,smartmesh,,,USD,1061479,,SMT
united states,,,,,,,APYS
united states,,,,,,,RIO
united states,,,,,,,POOLZ
united states,essentia,,,USD,1089377,,ESS
united states,,,,,,,XAC
united states,,,,,,,FNT
united states,,,,,,,DEPAY
united states,,,,,,,L2
united states,,,,,,,HAKKA
united states,,,,,,,EMC
united states,,,,,,,SOAR
united states,,,,,,,ASR
united states,,,,,,,INFI
united states,platoncoin,,,USD,1123289,,PLTC
united states,,,,,,,IGG
united states,,,,,,,LET
united states,callisto-network,,,USD,1097511,,CLO
united states,,,,,,,NORD
united states,,,,,,,NCT
united states,oneledger,,,USD,1089386,,OLT
united states,internxt,,,USD,1071336,,INXT
united states,,,,,,,KCASH
united states,,,,,,,FNX
united states,,,,,,,EM
united states,bibox-token,,,USD,1065468,,BIX
united states,,,,,,,NPX
united states,restart-energy-mwat,,,USD,1073129,,MWAT
united states,stealthcoin,,,USD,1071258,,XST
united states,,,,,,,OIN
united states,,,,,,,WIKEN
united states,,,,,,,OG
united states,,,,,,,MAHA
united states,,,,,,,DEV
united states,,,,,,,FSW
united states,iot-chain,,,USD,1061474,,ITC
united states,seele,,,USD,1155084,,SEELE
united states,,,,,,,LEVL
united states,,,,,,,ANJ
united states,,,,,,,COMBO
united states,swftcoin,,,USD,1066735,,SWFTC
united states,,,,,,,ARMOR
united states,,,,,,,MTLX
united states,monolith,,,USD,1142529,,TKN
united states,,,,,,,BHAO
united states,,,,,,,BOLT
united states,,,,,,,SHARE
united states,,,,,,,WATCH
united states,peculium,,,USD,1088166,,PCL
united states,,,,,,,OPEN
united states,,,,,,,HIT
united states,,,,,,,LEAD
united states,,,,,,,TERA
united states,odyssey,,,USD,1071981,,OCN
united states,,,,,,,FO
united states,,,,,,,PBR
united states,,,,,,,EQUAD
united states,,,,,,,SGT
united states,time-new-bank,,,USD,1065225,,TNB
united states,,,,,,,XTP
united states,,,,,,,UUU
united states,,,,,,,ANCT
united states,daostack,,,USD,1089380,,GEN
united states,,,,,,,WAIF
united states,,,,,,,DYP
united states,pillar,,,USD,1066638,,PLR
united states,,,,,,,CBC
united states,,,,,,,ZT
united states,,,,,,,ZYN
united states,covesting,,,USD,1094023,,COV
united states,,,,,,,ABL
united states,,,,,,,ALPACA
united states,carvertical,,,USD,1072303,,CV
united states,,,,,,,CSP
united states,,,,,,,LIKE
united states,,,,,,,AITRA
united states,,,,,,,RFI
united states,qubitica,,,USD,1138347,,QBIT
united states,smartcash,,,USD,1066662,,SMART
united states,,,,,,,ASKO
united states,burst,,,USD,1066671,,BURST
united states,spectre-dividend,,,USD,1093961,,SXDT
united states,,,,,,,ALN
united states,,,,,,,LUA
united states,tokenomy,,,USD,1094177,,TEN
united states,,,,,,,PLOT
united states,spacechain,,,USD,1071967,,SPC
united states,uca-coin,,,USD,1161022,,UCA
united states,,,,,,,ATP
united states,particl,,,USD,1062548,,PART
united states,,,,,,,WEST
united states,,,,,,,SIX
united states,,,,,,,ZEFU
united states,,,,,,,VEST
united states,mobius,,,USD,1094006,,MOBI
united states,,,,,,,TFF
united states,wings,,,USD,1061526,,WINGS
united states,,,,,,,PLU
united states,content-neutrality-network,,,USD,1093944,,CNN
united states,ebtcnew,,,USD,1070451,,EBTC
united states,feathercoin,,,USD,1071176,,FTC
united states,,,,,,,BNF
united states,,,,,,,UBEX
united states,,,,,,,PLF
united states,,,,,,,CVA
united states,,,,,,,RAVEN
united states,,,,,,,ARCH
united states,,,,,,,XMX
united states,,,,,,,BALPHA
united states,,,,,,,TIME
united states,,,,,,,ROUTE
united states,aeon,,,USD,1066599,,AEON
united states,,,,,,,NSURE
united states,,,,,,,SCP
united states,,,,,,,STA
united states,,,,,,,SPAZ
united states,,,,,,,TH
united states,,,,,,,OLE
united states,,,,,,,SEEN
united states,,,,,,,AUC
united states,,,,,,,NCT
united states,,,,,,,QCX
united states,,,,,,,AOG
united states,lightning-bitcoin,,,USD,1061457,,LBTC
united states,,,,,,,CWV
united states,,,,,,,MTV
united states,vibe,,,USD,1065444,,VIBE
united states,,,,,,,NYZO
united states,,,,,,,ENQ
united states,opacity,,,USD,1130950,,OPCT
united states,,,,,,,BTSE
united states,cpchain,,,USD,1070345,,CPC
united states,,,,,,,SMARTCRE
united states,,,,,,,DMST
united states,,,,,,,URUS
united states,,,,,,,DOUGH
united states,,,,,,,BCDT
united states,potcoin,,,USD,1066663,,POT
united states,,,,,,,DEP
united states,,,,,,,OCE
united states,,,,,,,SDT
united states,,,,,,,RVC
united states,,,,,,,VNXLU
united states,,,,,,,FAT
united states,,,,,,,MFG
united states,,,,,,,CBM
united states,,,,,,,NDR
united states,,,,,,,HTML
united states,,,,,,,OUSD
united states,,,,,,,GMAT
united states,lamden,,,USD,1089393,,TAU
united states,mysterium,,,USD,1061516,,MYST
united states,,,,,,,FIN
united states,,,,,,,ETHV
united states,,,,,,,GRO
united states,,,,,,,HTDF
united states,,,,,,,OPEN
united states,,,,,,,SAFE
united states,gulden,,,USD,1066597,,NLG
united states,skrumble-network,,,USD,1088172,,SKM
united states,,,,,,,ROYA
united states,credo,,,USD,1070393,,CREDO
united states,,,,,,,CPAY
united states,,,,,,,EVED
united states,,,,,,,FYZ
united states,,,,,,,GMB
united states,doc-com,,,USD,1094183,,MTC
united states,,,,,,,YOU
united states,,,,,,,GRID
united states,,,,,,,TRIO
united states,,,,,,,BLINK
united states,erc-20,,,USD,1072104,,ERC20
united states,,,,,,,MOON
united states,,,,,,,BTZC
united states,,,,,,,GOC
united states,,,,,,,IDNA
united states,,,,,,,WPP
united states,educare,,,USD,1150185,,EKT
united states,game,,,USD,1094194,,GTC
united states,remme,,,USD,1089389,,REM
united states,,,,,,,PHNX
united states,,,,,,,CRON
united states,suncontract,,,USD,1061895,,SNC
united states,libra-credit,,,USD,1094005,,LBA
united states,int-chain,,,USD,1066726,,INT
united states,,,,,,,HDAO
united states,,,,,,,TERC
united states,,,,,,,PCNT
united states,,,,,,,BIDR
united states,,,,,,,VOISE
united states,,,,,,,AMLT
united states,myriad,,,USD,1071242,,XMY
united states,iocoin,,,USD,1070366,,IOC
united states,contentbox,,,USD,1094020,,BOX
united states,,,,,,,USDX
united states,,,,,,,ZASH
united states,litedoge,,,USD,1071438,,LDOGE
united states,ivy,,,USD,1088167,,IVY
united states,,,,,,,DGTX
united states,,,,,,,WET
united states,,,,,,,SWG
united states,,,,,,,ZIP
united states,cappasity,,,USD,1071782,,CAPP
united states,,,,,,,SLR
united states,,,,,,,INSTAR
united states,,,,,,,GHOST
united states,,,,,,,BLY
united states,,,,,,,YEED
united states,,,,,,,NAX
united states,,,,,,,GSC
united states,,,,,,,vDAI
united states,,,,,,,FIC
united states,litecoin-cash,,,USD,1066754,,LCC
united states,,,,,,,IFC
united states,,,,,,,LXT
united states,swarm-network,,,USD,1093951,,SWM
united states,,,,,,,APL
united states,dex,,,USD,1117863,,DEX
united states,,,,,,,MIR
united states,,,,,,,OGO
united states,,,,,,,VIDYA
united states,,,,,,,RNO
united states,,,,,,,42
united states,axpr-token,,,USD,1071154,,AXPR
united states,,,,,,,DADI
united states,,,,,,,BBOO
united states,,,,,,,XPN
united states,,,,,,,TFT
united states,datum,,,USD,1061497,,DAT
united states,,,,,,,OTO
united states,investcoin,,,USD,1129167,,INVC
united states,,,,,,,FLASH
united states,,,,,,,LDO
united states,vexanium,,,USD,1097874,,VEX
united states,,,,,,,GUM
united states,,,,,,,HYVE
united states,,,,,,,XRC
united states,cryptoping,,,USD,1071338,,PING
united states,,,,,,,CHI
united states,,,,,,,NDX
united states,,,,,,,TONS
united states,,,,,,,OPEN
united states,,,,,,,CHONK
united states,,,,,,,VBIT
united states,,,,,,,SPIKE
united states,,,,,,,JRT
united states,,,,,,,ILC
united states,decoin,,,USD,1155812,,DTEP
united states,,,,,,,XMON
united states,crown,,,USD,1070347,,CRW
united states,,,,,,,UGAS
united states,,,,,,,MASQ
united states,,,,,,,ETHO
united states,acute-angle-cloud,,,USD,1061698,,AAC
united states,,,,,,,NBX
united states,,,,,,,XLA
united states,,,,,,,SATT
united states,chatcoin,,,USD,1061727,,CHAT
united states,bitgreen,,,USD,1094096,,BITG
united states,,,,,,,CHX
united states,,,,,,,XPC
united states,,,,,,,VDG
united states,,,,,,,UDOO
united states,,,,,,,ASTRO
united states,,,,,,,TENT
united states,yee,,,USD,1066741,,YEE
united states,,,,,,,LNC
united states,,,,,,,ONG
united states,,,,,,,LUNES
united states,,,,,,,PAN
united states,omni,,,USD,1071187,,OMNI
united states,,,,,,,PGN
united states,,,,,,,CATT
united states,,,,,,,SIGN
united states,,,,,,,PIZZA
united states,,,,,,,TIPS
united states,,,,,,,BITCNY
united states,,,,,,,1UP
united states,blackcoin,,,USD,1066677,,BLK
united states,toacoin,,,USD,1071265,,TOA
united states,,,,,,,NASH
united states,,,,,,,BOOST
united states,,,,,,,PPBLZ
united states,exrnchain,,,USD,1072166,,EXRN
united states,,,,,,,PVT
united states,kick-token,,,USD,1162412,,KICK
united states,gridcoin,,,USD,1066679,,GRC
united states,,,,,,,MPAY
united states,,,,,,,POLIS
united states,,,,,,,XFC
united states,,,,,,,NOKU
united states,,,,,,,GIO
united states,,,,,,,AMN
united states,,,,,,,IDEA
united states,,,,,,,BC
united states,,,,,,,XQR
united states,,,,,,,SWACE
united states,,,,,,,HGOLD
united states,,,,,,,BXY
united states,qunqun,,,USD,1066731,,QUN
united states,,,,,,,1WO
united states,,,,,,,ADB
united states,okcash,,,USD,1070365,,OK
united states,cannabiscoin,,,USD,1071314,,CANN
united states,,,,,,,KCAL
united states,daex,,,USD,1093984,,DAX
united states,,,,,,,MVP
united states,,,,,,,YETH
united states,,,,,,,BIFI
united states,dmm-governance,,,USD,1164177,,DMG
united states,cube,,,USD,1094129,,AUTO
united states,,,,,,,KIT
united states,,,,,,,GOLD
united states,,,,,,,IDRT
united states,,,,,,,ZUT
united states,,,,,,,CRBN
united states,,,,,,,PPY
united states,add-xyz,,,USD,1164723,,PLT
united states,,,,,,,CVN
united states,,,,,,,COIN
united states,,,,,,,NDX
united states,substratum,,,USD,1167263,,SUB
united states,pinkcoin,,,USD,1066686,,PINK
united states,,,,,,,CPT
united states,alphacat,,,USD,1075609,,ACAT
united states,cotrader,,,USD,1122342,,COT
united states,,,,,,,BWX
united states,bitcapitalvendor,,,USD,1167170,,BCV
united states,,,,,,,OPT
united states,,,,,,,PMEER
united states,,,,,,,HOMI
united states,deeponion,,,USD,1071239,,ONION
united states,,,,,,,THUGS
united states,novacoin,,,USD,1168513,,NVC
united states,,,,,,,BSCV
united states,primecoin,,,USD,1066690,,XPM
united states,,,,,,,ZORA
united states,oneroot-network,,,USD,1094004,,RNT
united states,energo,,,USD,1061512,,TSL
united states,,,,,,,XIOT
united states,,,,,,,KUBO
united states,,,,,,,NOW
united states,,,,,,,MOONS
united states,medical-chain,,,USD,1116056,,MTN
united states,rialto,,,USD,1071217,,XRL
united states,,,,,,,CAI
united states,,,,,,,VNT
united states,tierion,,,USD,1061511,,TNT
united states,vericoin,,,USD,1070352,,VRC
united states,,,,,,,VIN
united states,,,,,,,SLP
united states,,,,,,,FOL
united states,,,,,,,DGX
united states,bitcoinz,,,USD,1064287,,BTCZ
united states,enigma,,,USD,1061793,,ENG
united states,,,,,,,LIBERTAS
united states,,,,,,,BIZZ
united states,,,,,,,2KEY
united states,,,,,,,AFIN
united states,,,,,,,CHP
united states,,,,,,,SNET
united states,,,,,,,TIOX
united states,,,,,,,CHADS
united states,,,,,,,HYN
united states,,,,,,,EKO
united states,,,,,,,ZEBI
united states,mywish,,,USD,1071354,,WISH
united states,,,,,,,KEBAB
united states,,,,,,,COU
united states,blackmoon,,,USD,1061534,,BMC
united states,,,,,,,WOW
united states,,,,,,,BHC
united states,,,,,,,AZ
united states,patientory,,,USD,1061820,,PTOY
united states,,,,,,,ALY
united states,breezecoin,,,USD,1122720,,BRZE
united states,,,,,,,ICNQ
united states,,,,,,,REPO
united states,,,,,,,xBTC
united states,luckchain,,,USD,1071364,,BASH
united states,,,,,,,JUI
united states,quark,,,USD,1071344,,QRK
united states,,,,,,,CPX
united states,pascal,,,USD,1071209,,PASC
united states,,,,,,,MNE
united states,,,,,,,MODIC
united states,,,,,,,MCX
united states,,,,,,,LOOT
united states,,,,,,,PLAY
united states,,,,,,,CAJ
united states,,,,,,,HY
united states,,,,,,,IOG
united states,,,,,,,BPC
united states,,,,,,,GET
united states,,,,,,,EZW
united states,,,,,,,XLAB
united states,plair-life,,,USD,1153671,,PLA
united states,curecoin,,,USD,1071249,,CURE
united states,mobilego,,,USD,1061817,,MGO
united states,,,,,,,NTY
united states,,,,,,,NCDT
united states,,,,,,,VSF
united states,,,,,,,MLC
united states,,,,,,,DZI
united states,,,,,,,CBIX
united states,,,,,,,EXM
united states,,,,,,,VIG
united states,denarius-d,,,USD,1070602,,D
united states,,,,,,,CGT
united states,dimecoin,,,USD,1060372,,DIME
united states,,,,,,,EXY
united states,iht-real-estate-protocol,,,USD,1093935,,IHT
united states,,,,,,,OWC
united states,,,,,,,HYC
united states,commerceblock,,,USD,1072121,,CBT
united states,,,,,,,YVS
united states,,,,,,,SUMO
united states,,,,,,,PIRATE
united states,nubits,,,USD,1071450,,USNBT
united states,,,,,,,HTN
united states,expanse,,,USD,1071208,,EXP
united states,,,,,,,EOSDT
united states,,,,,,,HNB
united states,,,,,,,BWT
united states,eternity,,,USD,1155043,,ENT
united states,,,,,,,DITTO
united states,,,,,,,BOX
united states,,,,,,,AIDUS
united states,aidoc,,,USD,1153432,,AIDOC
united states,,,,,,,WNL
united states,,,,,,,MUSH
united states,,,,,,,BC
united states,,,,,,,FYD
united states,,,,,,,BASE
united states,,,,,,,ECU
united states,hempcoin,,,USD,1071195,,THC
united states,,,,,,,UFR
united states,hicoin,,,USD,1071414,,XHI
united states,,,,,,,VLD
united states,,,,,,,RPZX
united states,ceek-vr,,,USD,1088165,,CEEK
united states,,,,,,,HNST
united states,,,,,,,BART
united states,,,,,,,IPC
united states,,,,,,,TOKO
united states,,,,,,,AIT
united states,,,,,,,X42
united states,,,,,,,RTH
united states,,,,,,,XFI
united states,,,,,,,FOUR
united states,zclassic,,,USD,1066691,,ZCL
united states,transfercoin,,,USD,1070394,,TX
united states,,,,,,,LINKA
united states,,,,,,,FKX
united states,,,,,,,RPD
united states,,,,,,,GHOST
united states,luxcoin,,,USD,1070527,,LUX
united states,rise,,,USD,1071178,,RISE
united states,,,,,,,TAD
united states,,,,,,,MILK2
united states,,,,,,,HALO
united states,,,,,,,CL
united states,,,,,,,ECOM
united states,,,,,,,TREAT
united states,,,,,,,DTH
united states,,,,,,,VIPS
united states,,,,,,,UT
united states,asch,,,USD,1066637,,XAS
united states,,,,,,,$ROPE
united states,paypie,,,USD,1094080,,PPP
united states,,,,,,,LEDU
united states,daps-coin,,,USD,1116045,,DAPS
united states,,,,,,,KUE
united states,,,,,,,EDN
united states,giga-watt-token,,,USD,1072144,,WTT
united states,,,,,,,YFIII
united states,,,,,,,KDG
united states,,,,,,,SFD
united states,,,,,,,PLA
united states,,,,,,,EOST
united states,bean-cash,,,USD,1071235,,BITB
united states,primas,,,USD,1061514,,PST
united states,,,,,,,LOBS
united states,,,,,,,XCHF
united states,,,,,,,SONO
united states,,,,,,,GCC
united states,,,,,,,VCT
united states,,,,,,,INF
united states,,,,,,,DACS
united states,bismuth,,,USD,1071290,,BIS
united states,,,,,,,DAV
united states,,,,,,,TOL
united states,,,,,,,WOWS
united states,lnx-protocol,,,USD,1152966,,LNX
united states,,,,,,,CNS
united states,,,,,,,VI
united states,monetaryunit,,,USD,1070372,,MUE
united states,,,,,,,VITES
united states,,,,,,,KRB
united states,sharder,,,USD,1089392,,SS
united states,,,,,,,NEWS
united states,,,,,,,EXE
united states,waves-community-token,,,USD,1070386,,WCT
united states,,,,,,,CLR
united states,zero,,,USD,1071420,,ZER
united states,,,,,,,AMON
united states,,,,,,,BET
united states,bitcoin-private,,,USD,1075488,,BTCP
united states,,,,,,,NBOT
united states,,,,,,,FUSII
united states,,,,,,,GMB
united states,,,,,,,LCS
united states,eosdac,,,USD,1094191,,EOSDAC
united states,,,,,,,VNLA
united states,,,,,,,LIF
united states,,,,,,,SAFE
united states,,,,,,,CHART
united states,,,,,,,DATX
united states,aventus,,,USD,1061504,,AVT
united states,,,,,,,MTX
united states,trueflip,,,USD,1071334,,TFL
united states,,,,,,,BOMB
united states,atlant,,,USD,1071356,,ATL
united states,,,,,,,TYPE
united states,fujicoin,,,USD,1071415,,FJC
united states,,,,,,,FERA
united states,,,,,,,BONK
united states,,,,,,,BOS
united states,,,,,,,GIG
united states,,,,,,,MBC
united states,,,,,,,QDAO
united states,bitboost,,,USD,1071475,,BBT
united states,,,,,,,XSM
united states,banca,,,USD,1088158,,BANCA
united states,,,,,,,MBN
united states,electronic-energy-coin,,,USD,1115199,,REEC
united states,xaurum,,,USD,1070402,,XAUR
united states,,,,,,,CRN
united states,,,,,,,OWN
united states,,,,,,,NUG
united states,,,,,,,SNB
united states,,,,,,,SEAL
united states,,,,,,,OKS
united states,hedge,,,USD,1061880,,HDG
united states,,,,,,,DTX
united states,coinfi,,,USD,1107545,,COFI
united states,0xbtc,,,USD,1141244,,0xBTC
united states,,,,,,,GAP
united states,,,,,,,OMC
united states,,,,,,,ERK
united states,,,,,,,STK
united states,cloakcoin,,,USD,1061891,,CLOAK
united states,,,,,,,SHND
united states,,,,,,,FUND
united states,,,,,,,ECO
united states,,,,,,,DONUT
united states,,,,,,,DEFI++
united states,xtrabytes,,,USD,1066672,,XBY
united states,edc-blockchain,,,USD,1167173,,EDC
united states,trezarcoin,,,USD,1071301,,TZC
united states,capricoin,,,USD,1061882,,CPS
united states,b2bcoin,,,USD,1094070,,BBC
united states,humaniq,,,USD,1071180,,HMQ
united states,,,,,,,MPG
united states,,,,,,,SIN
united states,,,,,,,OLY
united states,,,,,,,ZUM
united states,bottos,,,USD,1066719,,BTO
united states,,,,,,,PYLNT
united states,,,,,,,CFL
united states,,,,,,,FTI
united states,maecenas,,,USD,1071231,,ART
united states,,,,,,,vBCH
united states,,,,,,,KT
united states,,,,,,,VEIL
united states,mercury,,,USD,1070358,,MER
united states,,,,,,,MEME
united states,,,,,,,OLXA
united states,lunyr,,,USD,1061771,,LUN
united states,megacoin,,,USD,1071361,,MEC
united states,,,,,,,YEC
united states,,,,,,,MCM
united states,,,,,,,NCC
united states,,,,,,,MCASH
united states,,,,,,,ZP
united states,,,,,,,SHIELD
united states,,,,,,,COVA
united states,,,,,,,SNN
united states,,,,,,,XMC
united states,geocoin,,,USD,1071312,,GEO
united states,fnkos,,,USD,1093963,,FNKOS
united states,,,,,,,TTN
united states,,,,,,,CCX
united states,,,,,,,SSP
united states,,,,,,,SFX
united states,,,,,,,BOOM
united states,,,,,,,SBS
united states,adshares,,,USD,1071333,,ADS
united states,,,,,,,WIZ
united states,real,,,USD,1072126,,REAL
united states,,,,,,,PMGT
united states,,,,,,,ATN
united states,,,,,,,PXC
united states,,,,,,,CNB
united states,,,,,,,INCNT
united states,ixcoin,,,USD,1071587,,IXC
united states,,,,,,,AXIS
united states,zrcoin,,,USD,1071307,,ZRC
united states,,,,,,,DELTA
united states,,,,,,,HAVY
united states,carboncoin,,,USD,1061859,,CARBON
united states,,,,,,,PYLON
united states,,,,,,,ZPR
united states,,,,,,,RULER
united states,,,,,,,ISLA
united states,,,,,,,SHAKE
united states,,,,,,,PASS
united states,,,,,,,INX
united states,,,,,,,EPIC
united states,,,,,,,SMLY
united states,the-champcoin,,,USD,1122515,,TCC
united states,,,,,,,ADM
united states,gpu-coin,,,USD,1071661,,GPU
united states,dragon-coins,,,USD,1089297,,DRG
united states,,,,,,,BIR
united states,,,,,,,XPD
united states,,,,,,,QWC
united states,,,,,,,DOGEC
united states,,,,,,,AAB
united states,,,,,,,RTE
united states,,,,,,,STBZ
united states,globalboost-y,,,USD,1071498,,BSTY
united states,etherparty,,,USD,1057880,,FUEL
united states,,,,,,,CTASK
united states,,,,,,,WEBD
united states,bitcoin-plus,,,USD,1066687,,XBC
united states,,,,,,,CNTM
united states,pakcoin,,,USD,1061885,,PAK
united states,,,,,,,BCY
united states,domraider,,,USD,1071228,,DRT
united states,trollcoin,,,USD,1071413,,TROLL
united states,freicoin,,,USD,1071639,,FRC
united states,pandacoin-pnd,,,USD,1061843,,PND
united states,,,,,,,CORN
united states,,,,,,,ZNZ
united states,adtoken,,,USD,1071204,,ADT
united states,,,,,,,TEND
united states,boolberry,,,USD,1071233,,BBR
united states,flixxo,,,USD,1071310,,FLIXX
united states,,,,,,,LOCK
united states,,,,,,,SHMN
united states,,,,,,,PEOS
united states,,,,,,,STBU
united states,,,,,,,JAR
united states,,,,,,,RVT
united states,decent,,,USD,1071169,,DCT
united states,,,,,,,DCNTR
united states,,,,,,,AUX
united states,,,,,,,GOT
united states,,,,,,,RED
united states,,,,,,,CREA
united states,,,,,,,NUTS
united states,brickblock,,,USD,1089372,,BBK
united states,,,,,,,ORS
united states,,,,,,,AG8
united states,,,,,,,EBRH
united states,,,,,,,TELOS
united states,,,,,,,SOTA
united states,,,,,,,ISIKC
united states,,,,,,,NFTI
united states,,,,,,,CORX
united states,,,,,,,LML
united states,,,,,,,ABX
united states,,,,,,,RISE
united states,,,,,,,PAT
united states,,,,,,,MNC
united states,playkey,,,USD,1071799,,PKT
united states,,,,,,,XNK
united states,,,,,,,GENE
united states,,,,,,,ACED
united states,,,,,,,HEAT
united states,,,,,,,ZXC
united states,,,,,,,CBC
united states,,,,,,,IPL
united states,cosmo-coin,,,USD,1094069,,COSM
united states,lanacoin,,,USD,1071513,,LANA
united states,,,,,,,THRT
united states,,,,,,,BBP
united states,ixledger,,,USD,1071206,,IXT
united states,bitcoin-atom,,,USD,1066717,,BCA
united states,,,,,,,CUR
united states,,,,,,,NEXXO
united states,,,,,,,ICHI
united states,,,,,,,AID
united states,,,,,,,SCT
united states,,,,,,,PNY
united states,,,,,,,MASK
united states,shipchain,,,USD,1077097,,SHIP
united states,europecoin,,,USD,1071298,,ERC
united states,,,,,,,TN
united states,stox,,,USD,1061800,,STX
united states,,,,,,,GRLC
united states,,,,,,,SDS
united states,,,,,,,IUT
united states,,,,,,,BTB
united states,,,,,,,UPI
united states,,,,,,,BXC
united states,,,,,,,JCT
united states,bounty0x,,,USD,1061540,,BNTY
united states,,,,,,,UCASH
united states,,,,,,,CDL
united states,scryinfo,,,USD,1093973,,DDD
united states,,,,,,,OVC
united states,tokenpay,,,USD,1094143,,TPAY
united states,neurotoken,,,USD,1071983,,NTK
united states,ddkoin,,,USD,1142306,,DDK
united states,,,,,,,XDNA
united states,sibcoin,,,USD,1070364,,SIB
united states,,,,,,,BMH
united states,,,,,,,ACM
united states,fuzex,,,USD,1094248,,FXT
united states,dubaicoin-dbix,,,USD,1071288,,DBIX
united states,,,,,,,QCH
united states,,,,,,,GEAR
united states,,,,,,,EBC
united states,,,,,,,DEB
united states,,,,,,,SXUT
united states,,,,,,,FUD
united states,,,,,,,SPD
united states,,,,,,,A
united states,,,,,,,ROCK2
united states,electrifyasia,,,USD,1123871,,ELEC
united states,hitcoin,,,USD,1071590,,HTC
united states,,,,,,,ENB
united states,,,,,,,QARK
united states,,,,,,,FTN
united states,,,,,,,TRST
united states,,,,,,,METM
united states,bezant,,,USD,1117725,,BZNT
united states,,,,,,,FLP
united states,delphy,,,USD,1061541,,DPY
united states,,,,,,,VTX
united states,,,,,,,HBX
united states,,,,,,,AMA
united states,,,,,,,CCN
united states,,,,,,,MAX
united states,,,,,,,NSR
united states,,,,,,,SOUL
united states,,,,,,,MRK
united states,,,,,,,BITX
united states,,,,,,,DOGET
united states,,,,,,,TDX
united states,,,,,,,ETHYS
united states,,,,,,,PTE
united states,,,,,,,WFX
united states,,,,,,,XAMP
united states,,,,,,,DBET
united states,exclusivecoin,,,USD,1071284,,EXCL
united states,orbitcoin,,,USD,1071386,,ORB
united states,,,,,,,CLC
united states,,,,,,,LQD
united states,ink,,,USD,1061505,,INK
united states,indorse-token,,,USD,1061528,,IND
united states,,,,,,,BECN
united states,ormeus-coin,,,USD,1167238,,ORMEUS
united states,,,,,,,EGG
united states,,,,,,,AXE
united states,,,,,,,FESS
united states,,,,,,,AT
united states,,,,,,,TM2
united states,,,,,,,DOGES
united states,shorty,,,USD,1071591,,SHORTY
united states,edgeless,,,USD,1061813,,EDG
united states,,,,,,,DEAL
united states,,,,,,,YSEC
united states,,,,,,,PIPT
united states,zeusshield,,,USD,1057878,,ZSC
united states,,,,,,,ELET
united states,,,,,,,RBLX
united states,,,,,,,PCH
united states,winco,,,USD,1073495,,WCO
united states,,,,,,,HX
united states,,,,,,,ROT
united states,,,,,,,TRUST
united states,,,,,,,PKG
united states,,,,,,,MANNA
united states,hiveterminal-token,,,USD,1061846,,HVN
united states,hexx,,,USD,1071665,,HXX
united states,,,,,,,CSPN
united states,,,,,,,GRG
united states,blockmason,,,USD,1068302,,BCPT
united states,colossuscoin-v2,,,USD,1071585,,CV2
united states,chronobank,,,USD,1070431,,TIME
united states,,,,,,,CYFM
united states,,,,,,,CRP
united states,,,,,,,PUX
united states,,,,,,,BDP
united states,trinity-network-credit,,,USD,1066760,,TNC
united states,,,,,,,BBK
united states,,,,,,,VIKKY
united states,,,,,,,EVY
united states,,,,,,,BID
united states,,,,,,,BRDG
united states,,,,,,,SCB
united states,bitdegree,,,USD,1071982,,BDG
united states,bezop,,,USD,1073190,,BEZ
united states,,,,,,,WG0
united states,rentberry,,,USD,1073603,,BERRY
united states,,,,,,,SPN
united states,,,,,,,SEN
united states,eventchain,,,USD,1071028,,EVC
united states,,,,,,,VIP
united states,metalcoin,,,USD,1071593,,METAL
united states,hacken,,,USD,1071960,,HKN
united states,,,,,,,INFS
united states,,,,,,,DAM
united states,,,,,,,FTX
united states,,,,,,,ZCR
united states,,,,,,,GMC
united states,,,,,,,GOLD
united states,,,,,,,USDS
united states,ecobit,,,USD,1071583,,ECOB
united states,,,,,,,PRIA
united states,flypme,,,USD,1072141,,FYP
united states,,,,,,,NOR
united states,,,,,,,LYNC
united states,,,,,,,ESBC
united states,,,,,,,WOA
