country,name,full_name,,,id,,tag
new zealand,New Zealand 2M,New Zealand 2-Month,,,42401,,new-zealand-2-months-bond-yield
new zealand,New Zealand 1Y,New Zealand 1-Year,,,1052555,,new-zealand-1-year
nigeria,Nigeria 10Y,Nigeria 10-Year,,,1052567,,nigeria-10-year
nigeria,Nigeria 3M,Nigeria 3-Month,,,1052572,,nigeria-3-month
nigeria,Nigeria 6M,Nigeria 6-Month,,,1052575,,nigeria-6-month
nigeria,Nigeria 1Y,Nigeria 1-Year,,,1052569,,nigeria-1-year
nigeria,Nigeria 2Y,Nigeria 2-Year,,,1052571,,nigeria-2-year
nigeria,Nigeria 4Y,Nigeria 4-Year,,,1052573,,nigeria-4-year
nigeria,Nigeria 7Y,Nigeria 7-Year,,,1052576,,nigeria-7-year
nigeria,Nigeria 20Y,Nigeria 20-Year,,,1052570,,nigeria-20-year
norway,Norway 5Y,Norway 5-Year,,,23761,,norway-5-year-bond-yield
norway,Norway 10Y,Norway 10-Year,,,23764,,norway-10-year-bond-yield
norway,Norway 1Y,Norway 1-Year,,,23759,,norway-1-year-bond-yield
norway,Norway 2Y,Norway 2-Year,,,23760,,norway-2-year-bond-yield
norway,Norway 9M,Norway 9-Month,,,23758,,norway-9-month-bond-yield
norway,Norway 6M,Norway 6-Month,,,23757,,norway-6-month-bond-yield
norway,Norway 3M,Norway 3-Month,,,23756,,norway-3-month-bond-yield
pakistan,Pakistan 14Y,Pakistan 14-Year,,,29308,,pakistan-15-year-bond-yield
pakistan,Pakistan 10Y,Pakistan 10-Year,,,29307,,pakistan-10-year-bond-yield
pakistan,Pakistan 5Y,Pakistan 5-Year,,,29315,,pakistan-5-year-bond-yield
pakistan,Pakistan 20Y,Pakistan 20-Year,,,29309,,pakistan-20-year-bond-yield
pakistan,Pakistan 1Y,Pakistan 1-Year,,,29313,,pakistan-1-year-bond-yield
pakistan,Pakistan 6M,Pakistan 6-Month,,,29312,,pakistan-6-month-bond-yield
pakistan,Pakistan 3M,Pakistan 3-Month,,,29311,,pakistan-3-month-bond-yield
pakistan,Pakistan 3Y,Pakistan 3-Year,,,29314,,pakistan-3-year-bond-yield
peru,Peru 2Y,Peru 2 Year,,,1141798,,peru-2-year
peru,Peru 5Y,Peru 5-Year,,,29320,,peru-5-year-bond-yield
peru,Peru 10Y,Peru 10 Year,,,1141799,,peru-10-year
peru,Peru 15Y,Peru 15-Year,,,29316,,peru-15-year-bond-yield
peru,Peru 20Y,Peru 20-Year,,,29317,,peru-20-year-bond-yield
peru,Peru 30Y,Peru 30-Year,,,29318,,peru-30-year-bond-yield
philippines,Philippines 7Y,Philippines 7-Year,,,29333,,philippines-7-year-bond-yield
philippines,Philippines 25Y,Philippines 25-Year,,,29325,,philippines-25-year-bond-yield
philippines,Philippines 20Y,Philippines 20-Year,,,29324,,philippines-20-year-bond-yield
philippines,Philippines 10Y,Philippines 10-Year,,,29322,,philippines-10-year-bond-yield
philippines,Philippines 5Y,Philippines 5-Year,,,29332,,philippines-5-year-bond-yield
philippines,Philippines 4Y,Philippines 4-Year,,,29331,,philippines-4-year-bond-yield
philippines,Philippines 2Y,Philippines 2-Year,,,29329,,philippines-2-year-bond-yield
philippines,Philippines 1Y,Philippines 1-Year,,,29328,,philippines-1-year-bond-yield
philippines,Philippines 6M,Philippines 6-Month,,,29327,,philippines-6-month-bond-yield
philippines,Philippines 3M,Philippines 3-Month,,,29326,,philippines-3-month-bond-yield
philippines,Philippines 1M,Philippines 1-Month,,,29323,,philippines-1-month-bond-yield
philippines,Philippines 3Y,Philippines 3-Year,,,29330,,philippines-3-year-bond-yield
poland,Poland 10Y,Poland 10-Year,,,23947,,poland-10-year-bond-yield
poland,Poland 9Y,Poland 9-Year,,,23946,,poland-9-year-bond-yield
poland,Poland 8Y,Poland 8-Year,,,23945,,poland-8-year-bond-yield
poland,Poland 5Y,Poland 5-Year,,,23943,,poland-5-year-bond-yield
poland,Poland 4Y,Poland 4-Year,,,23942,,poland-4-year-bond-yield
poland,Poland 1Y,Poland 1-Year,,,23939,,poland-1-year-bond-yield
poland,Poland 2Y,Poland 2-Year,,,23940,,poland-2-year-bond-yield
poland,Poland 2M,Poland 2-Month,,,23936,,poland-2-month-bond-yield
poland,Poland 1M,Poland 1-Month,,,23935,,poland-1-month-bond-yield
poland,Poland Overnight,Poland Overnight,,,23934,,poland-overnight-rate
poland,Poland 3Y,Poland 3-Year,,,23941,,poland-3-year-bond-yield
portugal,Portugal 15Y,Portugal 15-Year,,,23793,,portugal-15-year-bond-yield
portugal,Portugal 10Y,Portugal 10-Year,,,23792,,portugal-10-year-bond-yield
portugal,Portugal 9Y,Portugal 9-Year,,,23791,,portugal-9-year-bond-yield
portugal,Portugal 1Y,Portugal 1-Year,,,1052460,,portugal-1-year
portugal,Portugal 30Y,Portugal 30-Year,,,1052461,,portugal-30-year
portugal,Portugal 8Y,Portugal 8-Year,,,23790,,portugal-8-year-bond-yield
portugal,Portugal 20Y,Portugal 20-Year,,,23794,,portugal-30-year-bond-yield
portugal,Portugal 7Y,Portugal 7-Year,,,23789,,portugal-7-year-bond-yield
portugal,Portugal 6M,Portugal 6-Month,,,23783,,portugal-6-months-bond-yield
portugal,Portugal 5Y,Portugal 5-Year,,,23787,,portugal-5-year-bond-yield
portugal,Portugal 4Y,Portugal 4-Year,,,23786,,portugal-4-year-bond-yield
portugal,Portugal 3Y,Portugal 3-Year,,,23785,,portugal-3-year-bond-yield
portugal,Portugal 2Y,Portugal 2-Year,,,23784,,portugal-2-year-bond-yield
portugal,Portugal 3M,Portugal 3-Month,,,1052462,,portugal-3-month
portugal,Portugal 6Y,Portugal 6-Year,,,23788,,portugal-6-year-bond-yield
qatar,Qatar 3Y,Qatar 3 Year,,,1141800,,qatar-3-year
qatar,Qatar 5Y,Qatar 5-Year,,,29205,,qatar-5-year-bond-yield
qatar,Qatar 7Y,Qatar 7 Year,,,1141801,,qatar-7-year
qatar,Qatar 10Y,Qatar 10-Year,,,29201,,qatar-10-year-bond-yield
qatar,Qatar 30Y,Qatar 30-Year,,,29203,,qatar-30-year-bond-yield
romania,Romania 10Y,Romania 10-Year,,,23990,,romania-10-year-bond-yield
romania,Romania 7Y,Romania 7-Year,,,1052513,,romania-7-year
romania,Romania 4Y,Romania 4-Year,,,1052512,,romania-4-year
romania,Romania 5Y,Romania 5-Year,,,23989,,romania-5-year-bond-yield
romania,Romania 2Y,Romania 2-Year,,,1052511,,romania-2-year
romania,Romania 1Y,Romania 1-Year,,,23987,,romania-1-year-bond-yield
romania,Romania 6M,Romania 6-Month,,,23986,,romania-6-month-bond-yield
romania,Romania 3Y,Romania 3-Year,,,23988,,romania-3-year-bond-yield
russia,Russia 10Y,Russia 10-Year,,,23974,,russia-10-year-bond-yield
russia,Russia 7Y,Russia 7-Year,,,1052510,,russia-7-year
russia,Russia 5Y,Russia 5-Year,,,23973,,russia-5-year-bond-yield
russia,Russia 3Y,Russia 3-Year,,,23972,,russia-3-year-bond-yield
russia,Russia 2Y,Russia 2-Year,,,23971,,russia-2-year-bond-yield
russia,Russia 1Y,Russia 1-Year,,,23970,,russia-1-year-bond-yield
russia,Russia 3M,Russia 3-Month,,,23968,,russia-3-month-bond-yield
russia,Russia 2M,Russia 2-Month,,,23967,,russia-2-month-bond-yield
russia,Russia 1M,Russia 1-Month,,,23966,,russia-1-month-bond-yield
russia,Russia 2W,Russia 2-Week,,,23965,,russia-2-week-bond-yield
russia,Russia 1W,Russia 1-Week,,,23964,,russia-1-week-bond-yield
russia,Russia Overnight,Russia Overnight,,,23963,,russia-overnight-rate
russia,Russia 15Y,Russia 15-Year,,,23975,,russia-15-year-bond-yield
russia,Russia 6M,Russia 6-Month,,,23969,,russia-6-month-bond-yield
russia,Russia 20Y,Russia 20-Year,,,23976,,russia-25-year-bond-yield
serbia,Serbia 7Y,Serbia 7-Year,,,1052584,,serbia-7-year
serbia,Serbia 10Y,Serbia 10 Year,,,1141802,,serbia-10-year
serbia,Serbia 5Y,Serbia 5-Year,,,1052581,,serbia-5-year
serbia,Serbia 2Y,Serbia 2-Year,,,1052578,,serbia-2-year
serbia,Serbia 1Y,Serbia 1-Year,,,1052577,,serbia-1-year
serbia,Serbia 4Y,Serbia 4-Year,,,1052580,,serbia-4-year
singapore,Singapore 30Y,Singapore 30-Year,,,1052474,,singapore-30-year
singapore,Singapore 20Y,Singapore 20-Year,,,23889,,singapore-20-year-bond-yield
singapore,Singapore 15Y,Singapore 15-Year,,,23888,,singapore-15-year-bond-yield
singapore,Singapore 10Y,Singapore 10-Year,,,23887,,singapore-10-year-bond-yield
singapore,Singapore 5Y,Singapore 5-Year,,,23886,,singapore-5-year-bond-yield
singapore,Singapore 1Y,Singapore 1-Year,,,23884,,singapore-1-year-bond-yield
singapore,Singapore 6M,Singapore 6-Month,,,1052475,,singapore-6-month
singapore,Singapore 3M,Singapore 3-Month,,,23883,,singapore-3-month-bond-yield
singapore,Singapore 1M,Singapore 1-Month,,,23881,,singapore-1-month-bond-yield
singapore,Singapore 2Y,Singapore 2-Year,,,23885,,singapore-2-year-bond-yield
slovakia,Slovakia 13Y,Slovakia 13 Year,,,1141803,,slovakia-13-year
slovakia,Slovakia 30Y,Slovakia 30 Year,,,1141805,,slovakia-30-year
slovakia,Slovakia 18Y,Slovakia 18 Year,,,1141804,,slovakia-18-year
slovakia,Slovakia 10Y,Slovakia 10-Year,,,1052323,,slovakia-10-year
slovakia,Slovakia 50Y,Slovakia 50 Year,,,1141806,,slovakia-50-year
slovakia,Slovakia 8Y,Slovakia 8-Year,,,29341,,slovakia-8-year-bond-yield
slovakia,Slovakia 6Y,Slovakia 6-Year,,,1052321,,slovakia-6-year
slovakia,Slovakia 5Y,Slovakia 5-Year,,,29339,,slovakia-5-year-bond-yield
slovakia,Slovakia 1Y,Slovakia 1-Year,,,29336,,slovakia-1-year-bond-yield
slovakia,Slovakia 9Y,Slovakia 9-Year,,,1052559,,slovakia-9-year
slovenia,Slovenia 25Y,Slovenia 25 Year,,,1141811,,slovenia-25-year
slovenia,Slovenia 15Y,Slovenia 15 Year,,,1141809,,slovenia-15-year
slovenia,Slovenia 10Y,Slovenia 10-Year,,,29335,,slovenia-10-year-bond-yield
slovenia,Slovenia 8Y,Slovenia 8 Year,,,1141808,,slovenia-8-year
slovenia,Slovenia 20Y,Slovenia 20 Year,,,1141810,,slovenia-20-year
slovenia,Slovenia 5Y,Slovenia 5-Year,,,29343,,slovenia-5-year-bond-yield
slovenia,Slovenia 3Y,Slovenia 3 Year,,,1141807,,slovenia-3-year
slovenia,Slovenia 2Y,Slovenia 2-Year,,,29342,,slovenia-2-year-bond-yield
slovenia,Slovenia 1Y,Slovenia 1-Year,,,1052530,,slovenia-1-year
slovenia,Slovenia 7Y,Slovenia 7-Year,,,1052531,,slovenia-7-year
south africa,South Africa 30Y,South Africa 30-Year,,,23926,,south-africa-30-year-bond-yield
south africa,South Africa 25Y,South Africa 25-Year,,,1052478,,south-africa-25-year
south africa,South Africa 20Y,South Africa 20-Year,,,23925,,south-africa-20-year-bond-yield
south africa,Souht Africa 12Y,Souht Africa 12 Year,,,1141812,,souht-africa-12-year
south africa,South Africa 10Y,South Africa 10-Year,,,23923,,south-africa-10-year-bond-yield
south africa,South Africa 2Y,South Africa 2-Year,,,1052479,,south-africa-2-year
south africa,South Africa 3M,South Africa 3-Month,,,23919,,south-africa-3-month-bond-yield
south africa,South Africa 5Y,South Africa 5-Year,,,23921,,south-africa-5-year-bond-yield
south korea,South Korea 20Y,South Korea 20-Year,,,29293,,south-korea-20-year-bond-yield
south korea,South Korea 50Y,South Korea 50-Year,,,1052526,,south-korea-50-year
south korea,South Korea 30Y,South Korea 30-Year,,,1052525,,south-korea-30-year
south korea,South Korea 10Y,South Korea 10-Year,,,29292,,south-korea-10-year-bond-yield
south korea,South Korea 5Y,South Korea 5-Year,,,29298,,south-korea-5-year-bond-yield
south korea,South Korea 4Y,South Korea 4-Year,,,29297,,south-korea-4-year-bond-yield
south korea,South Korea 3Y,South Korea 3-Year,,,29296,,south-korea-3-year-bond-yield
south korea,South Korea 2Y,South Korea 2-Year,,,29295,,south-korea-2-year-bond-yield
south korea,South Korea 1Y,South Korea 1-Year,,,29294,,south-korea-1-year-bond-yield
spain,Spain 30Y,Spain 30-Year,,,100155,,spain-30-year-bond-yield
spain,Spain 25Y,Spain 25-Year,,,1052464,,spain-25-year
spain,Spain 20Y,Spain 20-Year,,,23808,,spain-20-year-bond-yield
spain,Spain 15Y,Spain 15-Year,,,23807,,spain-15-year-bond-yield
spain,Spain 10Y,Spain 10-Year,,,23806,,spain-10-year-bond-yield
spain,Spain 9Y,Spain 9-Year,,,23805,,spain-9-year-bond-yield
spain,Spain 8Y,Spain 8-Year,,,23804,,spain-8-year-bond-yield
spain,Spain 7Y,Spain 7-Year,,,23803,,spain-7-year-bond-yield
spain,Spain 6Y,Spain 6-Year,,,23802,,spain-6-year-bond-yield
spain,Spain 4Y,Spain 4-Year,,,23800,,spain-4-year-bond-yield
spain,Spain 3Y,Spain 3-Year,,,23799,,spain-3-year-bond-yield
spain,Spain 2Y,Spain 2-Year,,,23798,,spain-2-year-bond-yield
spain,Spain 1Y,Spain 1-Year,,,23797,,spain-1-year-bond-yield
spain,Spain 9M,Spain 9-Month,,,1052465,,spain-9-month
spain,Spain 6M,Spain 6-Month,,,23796,,spain-6-month-bond-yield
spain,Spain 3M,Spain 3-Month,,,23795,,spain-3-month-bond-yield
spain,Spain 1M,Spain 1-Month,,,1052463,,spain-1-month
spain,Spain 5Y,Spain 5-Year,,,23801,,spain-5-year-bond-yield
sri lanka,Sri Lanka 7Y,Sri Lanka 7-Year,,,1052536,,sri-lanka-7-year
sri lanka,Sri Lanka 15Y,Sri Lanka 15-Year,,,1052534,,sri-lanka-15-year
sri lanka,Sri Lanka 10Y,Sri Lanka 10-Year,,,1052533,,sri-lanka-10-year
sri lanka,Sri Lanka 9Y,Sri Lanka 9-Year,,,1052538,,sri-lanka-9-year
sri lanka,Sri Lanka 8Y,Sri Lanka 8-Year,,,1052537,,sri-lanka-8-year
sri lanka,Sri Lanka 6Y,Sri Lanka 6-Year,,,1052535,,sri-lanka-6-year
sri lanka,Sri Lanka 3M,Sri Lanka 3-Month,,,29344,,sri-lanka-3-month-bond-yield
sri lanka,Sri Lanka 4Y,Sri Lanka 4-Year,,,29349,,sri-lanka-4-year-bond-yield
sri lanka,Sri Lanka 3Y,Sri Lanka 3-Year,,,29348,,sri-lanka-3-year-bond-yield
sri lanka,Sri Lanka 2Y,Sri Lanka 2-Year,,,29347,,sri-lanka-2-year-bond-yield
sri lanka,Sri Lanka 1Y,Sri Lanka 1-Year,,,29346,,sri-lanka-1-year-bond-yield
sri lanka,Sri Lanka 6M,Sri Lanka 6-Month,,,29345,,sri-lanka-6-month-bond-yield
sri lanka,Sri Lanka 5Y,Sri Lanka 5-Year,,,29350,,sri-lanka-5-year-bond-yield
switzerland,Switzerland 6Y,Switzerland 6-Year,,,23718,,switzerland-6-year-bond-yield
switzerland,Switzerland 30Y,Switzerland 30-Year,,,23725,,switzerland-30-year-bond-yield
switzerland,Switzerland 20Y,Switzerland 20-Year,,,23724,,switzerland-20-year-bond-yield
switzerland,Switzerland 15Y,Switzerland 15-Year,,,23723,,switzerland-15-year-bond-yield
switzerland,Switzerland 10Y,Switzerland 10-Year,,,23722,,switzerland-10-year-bond-yield
switzerland,Switzerland 50Y,Switzerland 50-Year,,,1052453,,switzerland-50-year
switzerland,Switzerland 9Y,Switzerland 9-Year,,,23721,,switzerland-9-year-bond-yield
switzerland,Switzerland 8Y,Switzerland 8-Year,,,23720,,switzerland-8-year-bond-yield
switzerland,Switzerland 7Y,Switzerland 7-Year,,,23719,,switzerland-7-year-bond-yield
switzerland,Switzerland 5Y,Switzerland 5-Year,,,23717,,switzerland-5-year-bond-yield
switzerland,Switzerland 3M,Switzerland 3-Month,,,23711,,switzerland-3-month-bond-yield
switzerland,Switzerland 3Y,Switzerland 3-Year,,,23715,,switzerland-3-year-bond-yield
switzerland,Switzerland Overnight,Switzerland Overnight,,,23707,,switzerland-overnight-rate
switzerland,Switzerland 1W,Switzerland 1-Week,,,23708,,switzerland-1-week-bond-yield
switzerland,Switzerland 1M,Switzerland 1-Month,,,23709,,switzerland-1-month-bond-yield
switzerland,Switzerland 4Y,Switzerland 4-Year,,,23716,,switzerland-4-year-bond-yield
switzerland,Switzerland 6M,Switzerland 6-Month,,,23712,,switzerland-6-month-bond-yield
switzerland,Switzerland 1Y,Switzerland 1-Year,,,23713,,switzerland-1-year-bond-yield
switzerland,Switzerland 2Y,Switzerland 2-Year,,,23714,,switzerland-2-year-bond-yield
switzerland,Switzerland 2M,Switzerland 2-Month,,,23710,,switzerland-2-month-bond-yield
taiwan,Taiwan 2Y,Taiwan 2-Year,,,29358,,taiwan-2-year-bond-yield
taiwan,Taiwan 5Y,Taiwan 5-Year,,,29359,,taiwan-5-year-bond-yield
taiwan,Taiwan 10Y,Taiwan 10-Year,,,29351,,taiwan-10-year-bond-yield
taiwan,Taiwan 20Y,Taiwan 20-Year,,,29353,,taiwan-20-year-bond-yield
taiwan,Taiwan 30Y,Taiwan 30-Year,,,29355,,taiwan-30-year-bond-yield
thailand,Thailand 20Y,Thailand 20-Year,,,1052540,,thailand-20-year
thailand,Thailand 16Y,Thailand 16-Year,,,29363,,thailand-16-year-bond-yield
thailand,Thailand 15Y,Thailand 15-Year,,,1052539,,thailand-15-year
thailand,Thailand 12Y,Thailand 12-Year,,,29361,,thailand-12-year-bond-yield
thailand,Thailand 14Y,Thailand 14-Year,,,29362,,thailand-14-year-bond-yield
thailand,Thailand 10Y,Thailand 10-Year,,,29360,,thailand-10-year-bond-yield
thailand,Thailand 5Y,Thailand 5-Year,,,29367,,thailand-5-year-bond-yield
thailand,Thailand 3Y,Thailand 3-Year,,,1052541,,thailand-3-year
thailand,Thailand 2Y,Thailand 2-Year,,,29366,,thailand-2-year-bond-yield
thailand,Thailand 1Y,Thailand 1-Year,,,29365,,thailand-1-year-bond-yield
thailand,Thailand 7Y,Thailand 7-Year,,,29368,,thailand-7-year-bond-yield
turkey,Turkey 10Y,Turkey 10-Year,,,24037,,turkey-10-year-bond-yield
turkey,Turkey 3Y,Turkey 3-Year,,,24035,,turkey-3-year-bond-yield
turkey,Turkey 5Y,Turkey 5-Year,,,24036,,turkey-5-year-bond-yield
turkey,Turkey 1Y,Turkey 1-Year,,,24033,,turkey-1-year-bond-yield
turkey,Turkey 2Y,Turkey 2-Year,,,24034,,turkey-2-year-bond-yield
uganda,Uganda 3M,Uganda 3-Month,,,42324,,uganda-3-months-bond-yield
uganda,Uganda 6M,Uganda 6-Month,,,42325,,uganda-6-months-bond-yield
uganda,Uganda 1Y,Uganda 1-Year,,,42327,,uganda-1-year-bond-yield
uganda,Uganda 2Y,Uganda 2-Year,,,42342,,uganda-2-years-bond-yield
uganda,Uganda 3Y,Uganda 3-Year,,,42340,,uganda-3-years-bond-yield
uganda,Uganda 5Y,Uganda 5-Year,,,42326,,uganda-5-years-bond-yield
uganda,Uganda 10Y,Uganda 10-Year,,,42341,,uganda-10-years-bond-yield
uganda,Uganda 15Y,Uganda 15-Year,,,1052551,,uganda-15-year
ukraine,Ukraine 3Y,Ukraine 3-Year,,,29373,,ukraine-3-year-bond-yield
ukraine,Ukraine 2Y,Ukraine 2-Year,,,29372,,ukraine-2-year-bond-yield
ukraine,Ukraine 1Y,Ukraine 1-Year,,,29371,,ukraine-1-year-bond-yield
united kingdom,U.K. 40Y,United Kingdom 40-Year,,,23678,,uk-40-year-bond-yield
united kingdom,U.K. 50Y,United Kingdom 50-Year,,,23679,,uk-50-year-bond-yield
united kingdom,U.K. 30Y,United Kingdom 30-Year,,,23677,,uk-30-year-bond-yield
united kingdom,U.K. 25Y,United Kingdom 25-Year,,,23676,,uk-25-year-bond-yield
united kingdom,U.K. 15Y,United Kingdom 15-Year,,,23674,,uk-15-year-bond-yield
united kingdom,U.K. 12Y,United Kingdom 12-Year,,,1052451,,uk-12-year
united kingdom,U.K. 10Y,United Kingdom 10-Year,,,23673,,uk-10-year-bond-yield
united kingdom,U.K. 9Y,United Kingdom 9-Year,,,23672,,uk-9-year-bond-yield
united kingdom,U.K. 8Y,United Kingdom 8-Year,,,23671,,uk-8-year-bond-yield
united kingdom,U.K. 20Y,United Kingdom 20-Year,,,23675,,uk-20-year-bond-yield
united kingdom,U.K. 6Y,United Kingdom 6-Year,,,23669,,uk-6-year-bond-yield
united kingdom,U.K. 5Y,United Kingdom 5-Year,,,23668,,uk-5-year-bond-yield
united kingdom,U.K. 4Y,United Kingdom 4-Year,,,23667,,uk-4-year-bond-yield
united kingdom,U.K. 3Y,United Kingdom 3-Year,,,23666,,uk-3-year-bond-yield
united kingdom,U.K. 2Y,United Kingdom 2-Year,,,23665,,uk-2-year-bond-yield
united kingdom,U.K. 1Y,United Kingdom 1-Year,,,23664,,uk-1-year-bond-yield
united kingdom,U.K. 6M,United Kingdom 6-Month,,,23663,,uk-6-month-bond-yield
united kingdom,U.K. 3M,United Kingdom 3-Month,,,23662,,uk-3-month-bond-yield
united kingdom,U.K. 1M,United Kingdom 1-Month,,,23661,,uk-1-month-bond-yield
united kingdom,U.K. 7Y,United Kingdom 7-Year,,,23670,,uk-7-year-bond-yield
united states,U.S. 30Y,United States 30-Year,,,23706,,u.s.-30-year-bond-yield
united states,U.S. 10Y,United States 10-Year,,,23705,,u.s.-10-year-bond-yield
united states,U.S. 7Y,United States 7-Year,,,23704,,u.s.-7-year-bond-yield
united states,U.S. 5Y,United States 5-Year,,,23703,,u.s.-5-year-bond-yield
united states,U.S. 3Y,United States 3-Year,,,23702,,u.s.-3-year-bond-yield
united states,U.S. 3M,United States 3-Month,,,23698,,u.s.-3-month-bond-yield
united states,U.S. 1Y,United States 1-Year,,,23700,,u.s.-1-year-bond-yield
united states,U.S. 6M,United States 6-Month,,,23699,,u.s.-6-month-bond-yield
united states,U.S. 1M,United States 1-Month,,,23697,,u.s.-1-month-bond-yield
united states,U.S. 2Y,United States 2-Year,,,23701,,u.s.-2-year-bond-yield
vietnam,Vietnam 10Y,Vietnam 10-Year,,,29379,,vietnam-10-year-bond-yield
vietnam,Vietnam 15Y,Vietnam 15 Year,,,1141813,,vietnam-15-year
vietnam,Vietnam 7Y,Vietnam 7-Year,,,29384,,vietnam-7-year-bond-yield
vietnam,Vietnam 20Y,Vietnam 20 Year,,,1141814,,vietnam-20-year
vietnam,Vietnam 3Y,Vietnam 3-Year,,,29382,,vietnam-3-year-bond-yield
vietnam,Vietnam 2Y,Vietnam 2-Year,,,29381,,vietnam-2-year-bond-yield
vietnam,Vietnam 1Y,Vietnam 1-Year,,,29380,,vietnam-1-year-bond-yield
vietnam,Vietnam 5Y,Vietnam 5-Year,,,29383,,vietnam-5-year-bond-yield
vietnam,Vietnam 25Y,Vietnam 25 Year,,,1141815,,vietnam-25-year
