country,name,full_name,,tag,id,isin,symbol,currency,stock_exchange,def_stock_exchange
australia,Australian High Interest Cash,Australian High Interest Cash,,betashares-aus-high-interest-cash,38946,AU000000AAA3,AAA,AUD,Sydney,TRUE
australia,VanEck Vectors MSCI International Sustainable Equi,VanEck Vectors MSCI International Sustainable Equity,,vaneck-vectors-msci-intl-sstnbl-eq,1072346,AU0000001356,ESGI,AUD,Sydney,TRUE
australia,BetaShares Australian Equities Strong Bear Hedge,BetaShares Australian Equities Strong Bear Hedge,,betashares-australian-equities-stro,959566,AU00000BBOZ2,BBOZ,AUD,Sydney,TRUE
australia,BetaShares Gold Bullion,BetaShares Gold Bullion Currency Hedged,,betashares-gold,37457,AU000000QAU7,QAU,AUD,Sydney,TRUE
australia,Vanguard Australian Shares,Vanguard Australian Shares,,vanguard-aus.-shares-index,38967,AU000000VAS1,VAS,AUD,Sydney,TRUE
australia,Betashares Active Australian Hybrids,Betashares Active Australian Hybrids,,betashares-active-aust-hybrids,1055270,AU00000HBRD9,HBRD,AUD,Sydney,TRUE
australia,Montgomery Global Equities Fund,Montgomery Global Equities Fund,,montgomery-global-eqt-fd,1057219,AU00000MOGL8,MOGL,AUD,Sydney,TRUE
australia,iShares S&P/ASX Dividend Opportunities,iShares S&P/ASX Dividend Opportunities,,ishares-s-p-asx-high-dividend,38954,AU000000IHD5,IHD,AUD,Sydney,TRUE
australia,VanEck Vectors FTSE Global Infrastructure,VanEck Vectors FTSE Global Infrastructure,,vaneck-vectors-ftse-global-infrastr,1050173,AU00000IFRA4,IFRA,AUD,Sydney,TRUE
australia,WCM Quality Global Growth,WCM Quality Global Growth,,wcm-quality-global-growth,1096101,AU0000018103,WCMQ,AUD,Sydney,TRUE
australia,Vanguard Australian Government Bond,Vanguard Australian Government Bond,,vanguard-aus.-govt-bond-index,38968,AU000000VGB4,VGB,AUD,Sydney,TRUE
australia,Betashares U.S. Equities Strong Bear Currency Hedg,Betashares U.S. Equities Strong Bear Currency Hedged,,betashares-us-equities-strong-bear,959570,AU00000BBUS4,BBUS,AUD,Sydney,TRUE
australia,Ishares Core S&P/Asx 200,Ishares Core S&P/Asx 200,,ishares-msci-aus200,47715,AU000000IOZ4,IOZ,AUD,Sydney,TRUE
australia,ANZ SP ASX 300 High Yield Plus,ANZ S&P/ASX 300 High Yield Plus,,anz-sp-asx-300-high-yield-plus,956402,AU00000ZYAU3,ZYAU,AUD,Sydney,TRUE
australia,BetaShares Australian Top 20 Equity Yield Maximise,BetaShares Australian Top 20 Equity Yield Maximiser,,betashares-australian-top-20-equity,953165,AU00000YMAX5,YMAX,AUD,Sydney,TRUE
australia,VanEck Vectors Australian Equal Weight,VanEck Vectors Australian Equal Weight,,market-vectors-australian-equal-wei,953173,AU000000MVW8,MVW,AUD,Sydney,TRUE
australia,VanEck Vectors MSCI World ex Australia Quality Hed,VanEck Vectors MSCI World ex Australia Quality (Hedged) ETF,,vaneckvectors-msciworld-x-au-q-hdgd,1128756,AU0000041204,QHAL,AUD,Sydney,TRUE
australia,Vanguard Australian Property Securities,Vanguard Australian Property Securities,,vanguard-aus.-prop.-securities,47720,AU000000VAP7,VAP,AUD,Sydney,TRUE
australia,Magellan Global Equities,Magellan Global Equities,,magellan-global-equities,962166,AU000000MHG0,MHG,AUD,Sydney,TRUE
australia,Perth Mint Gold,Perth Mint Gold,,perth-mint-gold,1117955,AU000PMGOLD8,PMGOLD,AUD,Sydney,TRUE
australia,Vanguard Australian Shares High Yield,Vanguard Australian Shares High Yield,,vanguard-aus.-shares-hyield,47721,AU000000VHY4,VHY,AUD,Sydney,TRUE
australia,BetaShares Legg Mason Real Income,BetaShares Legg Mason Real Income,,betashares-legg-mason-real-income,1072052,AU0000000630,RINC,AUD,Sydney,TRUE
australia,ETFS Physical Gold,ETFS Physical Gold,,etfs-physical-gold-aus,47711,AU00000GOLD7,GOLD,AUD,Sydney,TRUE
australia,Vanguard Australian Fixed Interest,Vanguard Australian Fixed Interest,,vanguard-aus.-fixed-interest,38966,AU000000VAF8,VAF,AUD,Sydney,TRUE
australia,SPDR Dow Jones Global Real Estate,SPDR Dow Jones Global Real Estate,,spdr-dow-jones-global-real-estate-a,953177,AU00000DJRE9,DJRE,AUD,Sydney,TRUE
australia,Betashares Nasdaq 100,Betashares Nasdaq 100,,betashares-nasdaq-100,959569,AU000000NDQ6,NDQ,AUD,Sydney,TRUE
australia,AMP Capital Global Infrastructure Securities,AMP Capital Global Infrastructure Securities,,amp-capital-global-infrastructure-s,985878,AU00000GLIN8,GLIN,AUD,Sydney,TRUE
australia,BetaShares Australian Investment Grade Corporate B,BetaShares Australian Investment Grade Corporate Bond ETF,,betashares-aus-inv-grd-corp-bd,1129410,AU0000008203,CRED,AUD,Sydney,TRUE
australia,Betashares Australian Bank Senior Floating Rate Bo,Betashares Australian Bank Senior Floating Rate Bond,,betashares-australian-bank-flt-rate,1031309,AU00000QPON6,QPON,AUD,Sydney,TRUE
australia,BetaShares FTSE RAFI Australia 200,BetaShares FTSE RAFI Australia 200,,betashares-ftse-rafi-australia-200,953166,AU000000QOZ7,QOZ,AUD,Sydney,TRUE
australia,Fidelity Global Emerging Markets,Fidelity Global Emerging Markets,,fidelity-global-emerging-markets,1104657,AU0000027708,FEMX,AUD,Sydney,TRUE
australia,BetaShares US Dollar,BetaShares US Dollar,,betashares-us-dollar,37475,AU000000USD7,USD,AUD,Sydney,TRUE
australia,Vanguard MSCI Int Shares,Vanguard MSCI International Shares,,vanguard-msci-int-shares,962173,AU000000VGS8,VGS,AUD,Sydney,TRUE
australia,BetaShares Australia 200,BetaShares Australia 200,,betashares-australia-200,1077018,AU00000A2000,A200,AUD,Sydney,TRUE
australia,BetaShares FTSE 100,BetaShares FTSE 100 ETF,,betashares-ftse-100,1142244,AU0000051054,F100,AUD,Sydney,TRUE
australia,BetaShares Global Sustainability Leaders,BetaShares Global Sustainability Leaders,,betashares-global-sust-leaders,1031305,AU00000ETHI8,ETHI,AUD,Sydney,TRUE
australia,Betashares Global Cybersecurity,Betashares Global Cybersecurity,,betashares-global-cybersecurity,1031301,AU00000HACK8,HACK,AUD,Sydney,TRUE
australia,Vanguard MSCI Int Shares Hedged,Vanguard MSCI International Shares Hedged,,vanguard-msci-int-shares-hedged,962174,AU00000VGAD5,VGAD,AUD,Sydney,TRUE
australia,VanEck Vectors Australian Floating Rate,VanEck Vectors Australian Floating Rate,,vaneck-vect-aust-floating-rate,1031753,AU00000FLOT5,FLOT,AUD,Sydney,TRUE
australia,VanEck Vectors MSCI World ex Australia Quality,VanEck Vectors MSCI World ex Australia Quality,,market-vectors-msci-world-ex-austra,953176,AU00000QUAL9,QUAL,AUD,Sydney,TRUE
australia,BetaShares Australian Dividend Harvester,BetaShares Australian Dividend Harvester,,betashares-australian-div-harvester,959565,AU00000HVST1,HVST,AUD,Sydney,TRUE
australia,Betashares Asia Technology Tigers,Betashares Asia Technology Tigers,,betashares-asia-technology-tigers,1096233,AU0000022063,ASIA,AUD,Sydney,TRUE
australia,Vanguard All World Ex US Shares,Vanguard All World Ex US Shares,,vanguard-all-world-x-us-shares,47701,AU000000VEU9,VEU,AUD,Sydney,TRUE
australia,iShares Edge MSCI World Multifactor,iShares Edge MSCI World Multifactor ETF,,ishares-edge-msci-world-multifactor,1094034,AU00000WDMF0,WDMF,AUD,Sydney,TRUE
australia,VanEck Vectors FTSE International Prop (Hdg),VanEck Vectors FTSE International Prop (Hdg),,vaneck-vectors-ftse-intl-prop-hdg,1128883,AU0000041212,REIT,AUD,Sydney,TRUE
australia,BetaShares Global Banks,BetaShares Global Banks ETF Currency Hedged,,betashares-global-banks,1031295,AU00000BNKS0,BNKS,AUD,Sydney,TRUE
australia,Vanguard Int Fixed Interest,Vanguard International Fixed Interest Hedged,,vanguard-int-fixed-interest,962172,AU000000VIF1,VIF,AUD,Sydney,TRUE
australia,BetaShares Australian Sustainability Leaders,BetaShares Australian Sustainability Leaders,,betashares-australian-sust-leaders,1056186,AU00000FAIR4,FAIR,AUD,Sydney,TRUE
australia,SPDR S&P/ASX 200 Financials ex AREITS,SPDR S&P/ASX 200 Financials ex AREITS,,spdr-s-p-asx200-financials-x-reit,38958,AU000000OZF0,OZF,AUD,Sydney,TRUE
australia,BetaShares WisdomTree Japan,BetaShares WisdomTree Japan ETF - Currency Hedged,,betashares-wisdomtree-japan,1031297,AU00000HJPN5,HJPN,AUD,Sydney,TRUE
australia,Betashares Legg Mason Australian Bond,Betashares Legg Mason Australian Bond,,betashares-legg-mason-australian-b,1112806,AU0000026189,BNDS,AUD,Sydney,TRUE
australia,BetaShares Australian Small Companies Select Fund,BetaShares Australian Small Companies Select Fund,,betashares-au-small-comp-select-fnd,1013259,AU00000SMLL9,SMLL,AUD,Sydney,TRUE
australia,Betashares India Quality,Betashares India Quality ETF,,betashares-india-quality,1149319,AU0000053126,IIND,AUD,Sydney,TRUE
australia,iSharesGlobal 100,iSharesGlobal 100,,ishares-global-100,47696,AU000000IOO8,IOO,AUD,Sydney,TRUE
australia,ETFS Physical Silver,ETFS Physical Silver,,etfs-physical-silver-aus,47710,AU000ETPMAG8,ETPMAG,AUD,Sydney,TRUE
australia,BetaShares Australian Government Bond,BetaShares Australian Government Bond ETF,,betashares-australian-gov-bond,1141834,AU0000049553,AGVT,AUD,Sydney,TRUE
australia,Platinum International Fund,Platinum International Fund (Quoted Managed Hedge Fund),,platinum-international-fund,1050665,AU00000PIXX3,PIXX,AUD,Sydney,TRUE
australia,SPDR S&P/ASX 200 Listed Property,SPDR S&P/ASX 200 Listed Property,,spdr-s-p-asx200-listed-prop.-fund,47719,AU000000SLF1,SLF,AUD,Sydney,TRUE
australia,Vanguard Global Aggregate Bond Hedged,Vanguard Global Aggregate Bond Hedged,,vanguard-global-aggr-bond-hedged,1052381,AU00000VBND9,VBND,AUD,Sydney,TRUE
australia,BetaShares Geared Australian Equity Hedge,BetaShares Geared Australian Equity Hedge,,betashares-geared-australian-equity,959567,AU00000GEAR1,GEAR,AUD,Sydney,TRUE
australia,Betashares Global Income Leaders,BetaShares Global Income Leaders ETF,,betashares-global-income-leaders,1097697,AU0000022071,INCM,AUD,Sydney,TRUE
australia,iShares Asia 50,iShares Asia 50,,ishares-s-p-asia-50-aus,47708,AU000000IAA6,IAA,AUD,Sydney,TRUE
australia,iShares S&P/ASX 20,iShares S&P/ASX 20,,ishares-s-p-asx-20,38956,AU000000ILC9,ILC,AUD,Sydney,TRUE
australia,BetaShares Australian EquitiesBear,BetaShares Australian EquitiesBear,,betashares-aus.-eq.-bear-hedge,47713,AU00000BEAR2,BEAR,AUD,Sydney,TRUE
australia,iShares China LargeCap,iShares China LargeCap,,ishares-ftse-china-25-aus,47694,AU000000IZZ0,IZZ,AUD,Sydney,TRUE
australia,Vanguard Diversified High Growth,Vanguard Diversified High Growth,,vanguard-diversified-high-growth,1055274,AU00000VDHG0,VDHG,AUD,Sydney,TRUE
australia,VanEck Vectors Australian Property,VanEck Vectors Australian Property,,market-vectors-australian-property,953174,AU000000MVA4,MVA,AUD,Sydney,TRUE
australia,Platinum Asia Fund Quoted Managed Hedge Fund,Platinum Asia Fund Quoted Managed Hedge Fund,,platinum-asia-fund-quoted,1052291,AU00000PAXX0,PAXX,AUD,Sydney,TRUE
australia,iShares Core Composite Bond,iShares Core Composite Bond,,ishares-ubs-composite-bond-index,38951,AU000000IAF5,IAF,AUD,Sydney,TRUE
australia,VanEck Vectors China New Economy,VanEck Vectors China New Economy ETF,,vaneck-vectors-china-new-economy,1104674,AU0000028185,CNEW,AUD,Sydney,TRUE
australia,iShares MSCI Emerging Markets,iShares MSCI Emerging Markets,,ishares-msci-emerging-markets-aus,47691,AU0000026536,IEM,AUD,Sydney,TRUE
australia,BetaShares Crude Oil Currency Hedged,BetaShares Crude Oil Currency Hedged,,betashares-crude-oil,37451,AU000000OOO6,OOO,AUD,Sydney,TRUE
australia,Betashares Global Energy Companies,Betashares Global Energy Companies,,betashares-global-energy-companies,985880,AU00000FUEL4,FUEL,AUD,Sydney,TRUE
australia,SPDR S&P Global Dividend,SPDR S&P Global Dividend,,spdr-sp-global-dividend,953179,AU00000WDIV5,WDIV,AUD,Sydney,TRUE
australia,Vanguard US Total Market Shares,Vanguard US Total Market Shares,,vanguard-us-tot.-market-shares,47722,AU000000VTS1,VTS,AUD,Sydney,TRUE
australia,SPDR MSCI Australia Select High Dividend Yield,SPDR MSCI Australia Select High Dividend Yield,,spdr-msci-aus.-select-hi-div.-yi.,38965,AU000000SYI8,SYI,AUD,Sydney,TRUE
australia,iShares Core S&P SmallCap 600,iShares Core S&P SmallCap 600,,ishares-s-p-smallcap-600-aus,47697,AU000000IJR1,IJR,AUD,Sydney,TRUE
australia,VanEck Vectors Small Companies Masters,VanEck Vectors Small Companies Masters,,market-vectors-small-cap-dividend,956400,AU000000MVS6,MVS,AUD,Sydney,TRUE
australia,Vanguard Australian Corp Fixed Interest,Vanguard Australian Corporate Fixed Interest,,vanguard-australian-corporate-fixed,986919,AU00000VACF9,VACF,AUD,Sydney,TRUE
australia,Betashares Global Quality Leaders,Betashares Global Quality Leaders,,betashares-global-quality-leaders,1104662,AU0000022089,QLTY,AUD,Sydney,TRUE
australia,BetaShares Managed Risk Australian Share,BetaShares Managed Risk Australian Share,,betashares-mgd-risk-australian-shr,1031304,AU00000AUST8,AUST,AUD,Sydney,TRUE
australia,BetaShares S&P 500 Yield Maximiser,BetaShares S&P 500 Yield Maximiser,,betashares-sp-500-yield-maximiser,953168,AU00000UMAX3,UMAX,AUD,Sydney,TRUE
australia,VanEck Vectors Gold Miners AU,VanEck Vectors Gold Miners,,market-vectors-gold-miners-au,962168,AU000000GDX6,GDX,AUD,Sydney,TRUE
australia,ANZ SP 500 High Yield Low Vol,ANZ S&P 500 High Yield Low Volatility,,anz-sp-500-high-yield-low-vol,956401,AU00000ZYUS5,ZYUS,AUD,Sydney,TRUE
australia,iSharesEurope,iSharesEurope,,ishares-s-p-europe-350-aus,47695,AU000000IEU6,IEU,AUD,Sydney,TRUE
australia,Russell Australian Select Corporate Bond,Russell Australian Select Corporate Bond,,russell-aus-select-corp.-bond,38961,AU000000RCB1,RCB,AUD,Sydney,TRUE
australia,Vanguard FTSE Emerging Markets,Vanguard FTSE Emerging Markets,,vanguard-ftse-emerging-markets-au,953186,AU000000VGE8,VGE,AUD,Sydney,TRUE
australia,Beta Shares S&P/ASX 200Resources Sector,Beta Shares S&P/ASX 200Resources Sector,,betashares-s-p-asx-200-resources,38960,AU000000QRE5,QRE,AUD,Sydney,TRUE
australia,SPDR S&P/ASX 50,SPDR S&P/ASX 50,,spdr-s-p-asx-50-fund,47718,AU000000SFY4,SFY,AUD,Sydney,TRUE
australia,Russell High Dividend Australian Shares,Russell High Dividend Australian Shares,,russell-high-div-aus.-shares,47717,AU000000RDV7,RDV,AUD,Sydney,TRUE
australia,iShares Core S&P 500,iShares Core S&P 500,,ishares-s-p-500-aus,47698,AU000000IVV8,IVV,AUD,Sydney,TRUE
australia,iShares S&P/ASX Small Ordinaries,iShares S&P/ASX Small Ordinaries,,ishares-s-p-asx-small-ordinaries,47716,AU000000ISO9,ISO,AUD,Sydney,TRUE
australia,BetaShares Australian Ex-20 Portfolio Diversifier,BetaShares Australian Ex-20 Portfolio Diversifier,,betashares-australian-ex20-portf,1031308,AU00000EX202,EX20,AUD,Sydney,TRUE
australia,BetaShares Legg Mason Emerging Markets (Managed),BetaShares Legg Mason Emerging Markets (Managed),,betashares-legg-mason-em,1137478,AU0000041725,EMMG,AUD,Sydney,TRUE
australia,Beta Shares S&P/ASX 200 Financials Sector,Beta Shares S&P/ASX 200 Financials Sector,,betashares-s-p-asx-200-financials,47714,AU000000QFN1,QFN,AUD,Sydney,TRUE
australia,InvestSMART Australian Equity Income Managed,InvestSMART Australian Equity Income ETF,,investsmart-aus-equity-income-mngd,1086961,AU0000005902,INIF,AUD,Sydney,TRUE
australia,iShares Global Healthcare,iShares Global Healthcare,,ishares-s-p-global-healthcare?cid=47706,47706,AU000000IXJ9,IXJ,AUD,Sydney,FALSE
australia,BetaShares Managed Risk Global Share,BetaShares Managed Risk Global Share,,betashares-managed-risk-glbl-share,1031302,AU00000WRLD7,WRLD,AUD,Sydney,TRUE
australia,BetaShares Geared US Equity Currency Hedged,BetaShares Geared US Equity Currency Hedged,,betashares-geared-us-equity-curr,959568,AU00000GGUS2,GGUS,AUD,Sydney,TRUE
australia,AMP Capital Global Property Securities,AMP Capital Global Property Securities,,amp-capital-global-property-securit,985879,AU00000RENT7,RENT,AUD,Sydney,TRUE
australia,iShares Global Consumer Staples,iShares Global Consumer Staples,,ishares-s-p-global-cons.-staples,47707,AU000000IXI1,IXI,AUD,Sydney,TRUE
australia,iShares JP Morgan USD Emerging Markets Bond (AUD H,iShares JP Morgan USD Emerging Markets Bond (AUD Hedged) ETF,,ishares-jp-morgan-usd-em-bd-aud-hdg,1129409,AU00000IHEB6,IHEB,AUD,Sydney,TRUE
australia,Vanguard MSCI Australian Small Companies,Vanguard MSCI Australian Small Companies,,vanguard-msci-aus.-small-comp.,38970,AU000000VSO2,VSO,AUD,Sydney,TRUE
australia,Vanguard FTSE Europe Shares,Vanguard FTSE Europe Shares,,vanguard-ftse-europe-shares,986921,AU000000VEQ7,VEQ,AUD,Sydney,TRUE
australia,Vanguard Diversified Growth,Vanguard Diversified Growth,,vanguard-diversified-growth,1055273,AU00000VDGR9,VDGR,AUD,Sydney,TRUE
australia,ETFS ROBO Global Robotics and Automation,ETFS ROBO Global Robotics and Automation ETF,,etfs-robo-global-robotics-auto,1052292,AU00000ROBO2,ROBO,AUD,Sydney,TRUE
australia,SPDR S&P World Ex Australia Hedged,SPDR S&P World Ex Australia Hedged,,spdr-sp-world-ex-australia-hedged,953181,AU00000WXHG6,WXHG,AUD,Sydney,TRUE
australia,Vanguard MSCI Australian Large Companies,Vanguard MSCI Australian Large Companies,,vanguard-msci-aus.-large-comp.,38969,AU000000VLC2,VLC,AUD,Sydney,TRUE
australia,SPDR S&P/ASX Australian Bond,SPDR S&P/ASX Australian Bond,,spdr-s-p-asx-australian-bond-fund,38947,AU00000BOND4,BOND,AUD,Sydney,TRUE
australia,Vanguard Diversified Conservative,Vanguard Diversified Conservative,,vanguard-diversified-conservative,1055272,AU00000VDCO5,VDCO,AUD,Sydney,TRUE
australia,ETFS Global Core Infrastructure,ETFS Global Core Infrastructure ETF,,etfs-global-core-infrastructure,1052293,AU00000CORE1,CORE,AUD,Sydney,TRUE
australia,UBS IQ Research Preferred AU Dividend,UBS IQ Research Preferred AU Dividend,,ubs-iq-research-preferred-au-divide,953184,AU000000DIV6,DIV,AUD,Sydney,TRUE
australia,VanEck Vectors Morningstar Wide Moat,VanEck Vectors Morningstar Wide Moat,,market-vectors-morningstar-wide-moa,962169,AU00000MOAT4,MOAT,AUD,Sydney,TRUE
australia,iShares MSCI Japan,iShares MSCI Japan ETF (AU),,ishares-msci-japan-aus,47704,AU0000026502,IJP,AUD,Sydney,TRUE
australia,BetaShares Global Healthcare,BetaShares Global Healthcare Currency Hedged,,betashares-global-healthcare,1031298,AU00000DRUG1,DRUG,AUD,Sydney,TRUE
australia,SPDR S&P/ASX Small Ordinaries,SPDR S&P/ASX Small Ordinaries,,spdr-sp-asx-small-ordinaries,953183,AU000000SSO8,SSO,AUD,Sydney,TRUE
australia,SPDR S&P/ASX Australian Government Bond,SPDR S&P/ASX Australian Government Bond,,spdr-s-p-asx-aus-government-bond,38950,AU00000GOVT2,GOVT,AUD,Sydney,TRUE
australia,Vanguard FTSE Asia ex Japan,Vanguard FTSE Asia ex Japan Shares,,vanguard-ftse-asia-ex-japan-shares,986920,AU000000VAE1,VAE,AUD,Sydney,TRUE
australia,VanEck Vectors Australian Banks,VanEck Vectors Australian Banks,,market-vectors-australian-banks,953171,AU000000MVB2,MVB,AUD,Sydney,TRUE
australia,Vanguard Diversified Balanced,Vanguard Diversified Balanced,,vanguard-diversified-balanced,1055271,AU00000VDBA6,VDBA,AUD,Sydney,TRUE
australia,UBS IQ MSCI World ex Australia,UBS IQ MSCI World ex Australia Ethical,,ubs-iq-msci-world-ex-australia,956397,AU000000UBW3,UBW,AUD,Sydney,TRUE
australia,SPDR S&P Emerging Markets,SPDR S&P Emerging Markets,,spdr-sp-emerging-markets,953178,AU00000WEMG6,WEMG,AUD,Sydney,TRUE
australia,UBS IQ MSCI Asia Apex 50 Ethical,UBS IQ MSCI Asia Apex 50 Ethical,,ubs-iq-msci-asia-apex-50-ethical,956399,AU000000UBP7,UBP,AUD,Sydney,TRUE
australia,iShares MSCI South Korea Capped AUD,iShares MSCI South Korea ETF (AU),,ishares-msci-south-korea-aus,47693,AU0000026510,IKO,AUD,Sydney,TRUE
australia,iSharesUBS Treasury,iSharesUBS Treasury,,ishares-ubs-treasury-index-fund,38953,AU000000IGB1,IGB,AUD,Sydney,TRUE
australia,iShares CoreS&P MidCap 400,iShares CoreS&P MidCap 400,,ishares-s-p-mcap-400,47699,AU000000IJH2,IJH,AUD,Sydney,TRUE
australia,Antipodes Global Shares,Antipodes Global Shares,,antipodes-global-shares,1104663,AU0000026429,AGX1,AUD,Sydney,TRUE
australia,VanEck Vectors Australian Emerging Resources,VanEck Vectors Australian Emerging Resources,,market-vectors-australian-emerging,953172,AU000000MVE6,MVE,AUD,Sydney,TRUE
australia,Vanguard Global Value Equity Active,Vanguard Global Value Equity Active,,vanguard-global-value-equity-active,1075248,AU0000005886,VVLU,AUD,Sydney,TRUE
australia,SPDR S&P/ASX 200 Resources,SPDR S&P/ASX 200 Resources,,spdr-sp-asx-200-resources,953182,AU000000OZR5,OZR,AUD,Sydney,TRUE
australia,Vanguard Int Credit Securities,Vanguard International Credit Securities Hedged,,vanguard-int-credit-securities,962171,AU000000VCF4,VCF,AUD,Sydney,TRUE
australia,BetaShares Global Robotics and Artificial Intellig,BetaShares Global Robotics and Artificial Intelligence ETF,,betashares-global-robotics-and-ai,1097716,AU0000022055,RBTZ,AUD,Sydney,TRUE
australia,iShares MSCI EAFE,iShares MSCI EAFE ETF (AU),,ishares-msci-eafe-aud,47692,AU0000026544,IVE,AUD,Sydney,TRUE
australia,SPDR S&P World Ex Australia,SPDR S&P World Ex Australia,,spdr-sp-world-ex-australia,953180,AU00000WXOZ2,WXOZ,AUD,Sydney,TRUE
australia,Russell Australian SemiGovernment Bond,Russell Australian SemiGovernment Bond,,russell-aus-semi-gov-bond,38963,AU000000RSM4,RSM,AUD,Sydney,TRUE
australia,Vanguard MSCI International Small Companies,Vanguard MSCI International Small Companies Index ETF,,vanguard-msci-intl-small-companies,1112797,AU0000026171,VISM,AUD,Sydney,TRUE
australia,Betashares WisdomTree Europe,Betashares WisdomTree Europe ETF - Currency Hedged,,betashares-wisdomtree-europe,1031299,AU00000HEUR7,HEUR,AUD,Sydney,TRUE
australia,VanEck Vectors MSCI Multifactor Emerging Markets E,VanEck Vectors MSCI Multifactor Emerging Markets Equity,,vaneck-vectors-msci-mltfctr-em-eq,1073662,AU0000004368,EMKT,AUD,Sydney,TRUE
australia,ETFS Battery Tech & Lithium,ETFS Battery Tech and Lithium,,etfs-battery-tech-lithium,1096102,AU0000022386,ACDC,AUD,Sydney,TRUE
australia,iShares Global 100 AUD Hedged,iShares Global 100 AUD Hedged,,ishares-global-100-aud-hedged,953169,AU00000IHOO8,IHOO,AUD,Sydney,TRUE
australia,Vanguard Global Minimum Volatility Actv ETF (Mng),Vanguard Global Minimum Volatility Active ETF,,vanguard-global-min-volactv-mng,1136251,AU0000005894,VMIN,AUD,Sydney,TRUE
australia,BetaShares Legg Mason Equity Income,BetaShares Legg Mason Equity Income,,betashares-legg-mason-equity-income,1072053,AU0000000648,EINC,AUD,Sydney,TRUE
australia,iShares S&P 500 AUD Hedged,iShares S&P 500 AUD Hedged,,ishares-sp-500-aud-hedged,953170,AU00000IHVV8,IHVV,AUD,Sydney,TRUE
australia,iShares UBS Government Inflation,iShares UBS Government Inflation,,ishares-ubs-gov-inflation,38955,AU000000ILB1,ILB,AUD,Sydney,TRUE
australia,BetaShares Commodities Basket Currency Hedged,BetaShares Commodities Basket Currency Hedged,,betashares-commodity-basket,38959,AU000000QCB3,QCB,AUD,Sydney,TRUE
australia,ANZ ETFS EURO STOXX 50,ANZ ETFS EURO STOXX 50,,anz-etfs-euro-stoxx-50,1008790,AU00000ESTX4,ESTX,AUD,Sydney,TRUE
australia,iShares Edge MSCI Australia Multifactor,iShares Edge MSCI Australia Multifactor ETF,,ishares-edge-msci-aus-multifactor,1094035,AU00000AUMF0,AUMF,AUD,Sydney,TRUE
australia,SPDR MSCI World Quality Mix AU,SPDR MSCI World Quality Mix,,spdr-msci-world-quality-mix-au,962170,AU00000QMIX4,QMIX,AUD,Sydney,TRUE
australia,ETFS Morningstar Global Technology,ETFS Morningstar Global Technology ETF,,etfs-morningstar-global-technology,1013273,AU00000TECH1,TECH,AUD,Sydney,TRUE
australia,Vanguard Global Multi-Factor Active (Managed),Vanguard Global Multi-Factor Active ETF (Managed Fund),,vanguard-globalmultifactoractivemng,1129281,AU0000041386,VGMF,AUD,Sydney,TRUE
australia,BetaShares Agriculture Currency Hedged,BetaShares Agricultural Currency Hedged,,betashares-agriculture-etf,37440,AU000000QAG6,QAG,AUD,Sydney,TRUE
australia,UBS IQ MSCI Australia Ethical,UBS IQ MSCI Australia Ethical,,ubs-iq-msci-australia-ethical,956395,AU000000UBA9,UBA,AUD,Sydney,TRUE
australia,BetaShares Global Gold Miners,BetaShares Global Gold Miners ETF - Currency Hedged,,betashares-global-gold-miners,1031300,AU00000MNRS2,MNRS,AUD,Sydney,TRUE
australia,ETFS Physical Platinum,ETFS Physical Platinum,,etfs-physical-platinum-aus,47703,AU000ETPMPT9,ETPMPT,AUD,Sydney,TRUE
australia,iShares MSCI Taiwan AU,iShares MSCI Taiwan ETF,,ishares-msci-taiwan-au,962164,AU0000026528,ITW,AUD,Sydney,TRUE
australia,UBS IQ Research Preferred AU Share,UBS IQ Research Preferred AU Share,,ubs-iq-research-preferred-au-share,953185,AU000000ETF4,ETF,AUD,Sydney,TRUE
australia,VanEck Vectors Australian Resources,VanEck Vectors Australian Resources,,market-vectors-australian-resources,953175,AU000000MVR8,MVR,AUD,Sydney,TRUE
australia,InvestSMART Ethical Share,InvestSMART Ethical Share ETF,,investsmart-ethical-share,1138378,AU0000043069,INES,AUD,Sydney,TRUE
australia,Russell Australian Government Bond,Russell Australian Government Bond,,russell-aus.-government-bond,38962,AU000000RGB2,RGB,AUD,Sydney,TRUE
australia,Betashares FTSE RAFI US 1000,Betashares FTSE RAFI US 1000,,betashares-ftse-rafi-us-1000,953167,AU000000QUS9,QUS,AUD,Sydney,TRUE
australia,ETFS Physical Precious Metal Basket,ETFS Physical Precious Metal Basket,,etfs-physical-pm-basket-aus,47702,AU000ETPMPM4,ETPMPM,AUD,Sydney,TRUE
australia,BetaShares Euro,BetaShares Euro,,betashares-euro-etf,37494,AU000000EEU5,EEU,AUD,Sydney,TRUE
australia,VanEck Vectors ChinaAMC CSI 300,VanEck Vectors ChinaAMC CSI 300 A-Share Synthetic,,market-vectors-chinaamc-a-share-syn,962167,AU00000CETF5,CETF,AUD,Sydney,TRUE
australia,eInvest Future Impact Small Caps,eInvest Future Impact Small Caps,,einvest-future-impact-small-caps,1135919,AU0000044984,IMPQ,AUD,Sydney,TRUE
australia,UBS IQ MSCI US Ethical,UBS IQ MSCI US Ethical,,ubs-iq-msci-us-ethical,956396,AU000000UBU7,UBU,AUD,Sydney,TRUE
australia,UBS IQ MSCI Japan Ethical,UBS IQ MSCI Japan Ethical,,ubs-iq-msci-japan-ethical,956398,AU000000UBJ0,UBJ,AUD,Sydney,TRUE
