country,name,full_name,tag,,id,currency,symbol,market
argentina,S&P Merval,S&P Merval,merv,,13376,ARS,MERV,world_indices
argentina,BNY Mellon Argentina ADR TR,BNY Mellon Argentina ADR Total Return,bny-argentina-adr-tr,,956016,USD,BKART,global_indices
argentina,BNY Mellon Argentina ADR,BNY Mellon Argentina ADR,bny-argentina-adr,,955998,USD,BKAR,global_indices
argentina,MAE Fixed Income,MAE Fixed Income,mae-fixed-income,,49609,ARS,MAEFI,world_indices
argentina,S&P/BYMA Argentina General,S&P/BYMA Argentina General,ibg,,13317,ARS,IBG,world_indices
argentina,S&P Merval Argentina,S&P Merval Argentina,mar,,13374,ARS,MAR,world_indices
argentina,S&P/BYMA Utilities,S&P/BYMA Argentina General Utilities,sp-byma-utilities,,1142375,ARS,SPBYMAIG55,world_indices
argentina,S&P/BYMA Real Estate,S&P/BYMA Argentina General Real Estate,sp-byma-real-estate,,1142376,ARS,SPBYMAIG60,world_indices
argentina,MSCI Argentina,MSCI Argentina,msci-argentina,,942930,USD,MIAR00000PUS,global_indices
argentina,S&P/BYMA Industrials,S&P/BYMA Argentina General Industrials,sp-byma-industrials,,1142370,ARS,SPBYMAIG20,world_indices
argentina,S&P/BYMA Financials,S&P/BYMA Argentina General Financials,sp-byma-financials,,1142373,ARS,SPBYMAIG40,world_indices
argentina,S&P/BYMA Energy,S&P/BYMA Argentina General Energy,sp-byma-energy,,1142368,ARS,SPBYMAIG10,world_indices
argentina,S&P/BYMA Consumer Staples,S&P/BYMA Argentina General Consumer Staples,sp-byma-consumer-staples,,1142372,ARS,SPBYMAIG30,world_indices
argentina,S&P/BYMA Communication Services,S&P/BYMA Argentina General Communication Services,sp-byma-communication-services,,1142374,ARS,SPBYMAIG50,world_indices
argentina,S&P/BYMA Consumer Discretionary,S&P/BYMA Argentina General Consumer Discretionary,sp-byma-consumer-discretionary,,1142371,ARS,SPBYMAIG25,world_indices
argentina,S&P/BYMA Materials,S&P/BYMA Argentina General Materials,sp-byma-materials,,1142369,ARS,SPBYMAIG15,world_indices
australia,S&P ASX Financials x a r Accum,S&P ASX Financials x a r Accumulated,s-p-asx-financials-x-a-r-accum,,985322,AUD,AXXJA,world_indices
australia,SP/ASX 100 Accum,S&P/ASX 100 Accumulated,sp-asx-100-accum,,985316,AUD,ATOIA,world_indices
australia,SP/ASX 20 Accum,S&P/ASX 20 Accumulated,sp-asx-20-accum,,985315,AUD,ATLIA,world_indices
australia,S&P/ASX 200 A Reit Equal Weight,S&P/ASX 200 A Reit Equal Weight,sp-asx200-a-reit-equal-weight,,1129070,AUD,AXAE,world_indices
australia,S&P/ASX 200 Equal Weight,S&P/ASX 200 Equal Weight,sp-asx-200-equal-weight,,1129098,AUD,AXEW,world_indices
australia,S&P/ASX 200 Net Total Return,S&P/ASX 200 Net Total Return,s-p-asx-200-net-total-return,,14518,AUD,AXNT,world_indices
australia,S&P/ASX 200 Real Inverse Daily,S&P/ASX 200 Real Inverse Daily,sp-asx-200-real-inverse-daily,,1129097,AUD,AXIN,world_indices
australia,S&P/ASX 200 VIX,S&P/ASX 200 VIX,s-p-asx-200-vix,,40831,AUD,AXVI,world_indices
australia,S&P/ASX Buy Write,S&P/ASX Buy Write,s-p-asx-buy-write,,40832,AUD,AXBW,world_indices
australia,SP/ASX 50 Accum,S&P/ASX 50 Accumulated,sp-asx-50-accum,,985314,AUD,AFLIA,world_indices
australia,S&P ASX Dividend Opportunities Accum,S&P ASX Dividend Opportunities Accumulated,s-p-asx-dividend-opportunities-accu,,985317,AUD,AXDIA,world_indices
australia,S&P/ASX Dividend Opportunities,S&P/ASX Dividend Opportunities,s-p-asx-dividend-opportunities,,40871,AUD,AXDI,world_indices
australia,S&P/ASX Emerging Companies,S&P/ASX Emerging Companies,s-p-asx-emerging-companies,,40862,AUD,AXEC,world_indices
australia,S&P/ASX Financials ex REIT,S&P/ASX Financials ex REIT,s-p-asx-200-fin-x-a-reit,,14515,AUD,AXXJ,world_indices
australia,S&P/ASX Franked Dividend,S&P/ASX Franked Dividend,sp-asx-franked-dividend,,1129096,AUD,AXFT,world_indices
australia,S&P/ASX Small Ordinaries Resources,S&P/ASX Small Ordinaries Resources,s-p-asx-small-ordinaries-resources,,40891,AUD,AXSRD,world_indices
australia,S&P/ASX 300 Shareholder Yield,S&P/ASX 300 Shareholder Yield,sp-asx-300-shareholder-yield,,1129095,AUD,AXSY,world_indices
australia,S&P ASX 300 Property GIC Accum,S&P ASX 300 Property GIC Accumulated,s-p-asx-300-property-gic-accum,,985320,AUD,AXPKA,world_indices
australia,S&P ASX 200 Inverse Daily x2,S&P ASX 200 Inverse Daily x2,s-p-asx200-2xinv,,14521,AUD,AXNV,world_indices
australia,S&P ASX 200 Reit GIC Accum,S&P ASX 200 Reit GIC Accumulated,s-p-asx-200-reit-gic-accum,,985319,AUD,AXPJA,world_indices
australia,S&P/ASX Midcap 50 Industrials,S&P/ASX Midcap 50 Industrials,s-p-asx-midcap-50-industrials,,40868,AUD,AXMTD,world_indices
australia,S&P/ASX Midcap 50 Resources,S&P/ASX Midcap 50 Resources,s-p-asx-midcap-50-resources,,948478,AUD,AXMRD,world_indices
australia,S&P/ASX Small Ordinaries Industrials,S&P/ASX Small Ordinaries Industrials,s-p-asx-small-ordinaries-ind.,,40869,AUD,AXSID,world_indices
australia,ASX Small Ordinaries Accum,ASX Small Ordinaries Accumulated,asx-small-ordinaries-accum,,985321,AUD,AXSOA,world_indices
australia,FTSE ASFA Australia 100,FTSE ASFA Australia 100,ftse-asfa-australia-100,,28859,AUD,FTFAUSO,world_indices
australia,FTSE ASFA Australia 200,FTSE ASFA Australia 200,ftse-asfa-australia-200,,28860,AUD,FTFAUSLMC,world_indices
australia,FTSE ASFA Australia 300,FTSE ASFA Australia 300,ftse-asfa-australia-300,,28861,AUD,FTFAUST,world_indices
australia,S&P ASX 300 Accum,S&P ASX 300 Accumulated,s-p-asx-300-accum,,985318,AUD,AXKOA,world_indices
australia,FTSE ASFA Australia All Share,FTSE ASFA Australia All Share,ftse-asfa-australia-all-share,,28862,AUD,FTFAUSA,world_indices
australia,FTSE ASFA Australia Large Cap 50,FTSE ASFA Australia Large Cap 50,ftse-asfa-australia-large-cap-50,,28863,AUD,FTFAUSLC,world_indices
australia,FTSE ASFA Australia Mid Cap 150,FTSE ASFA Australia Mid Cap 150,ftse-asfa-australia-mid-cap-150,,28864,AUD,FTFAUSMC,world_indices
australia,FTSE ASFA Australia Small Cap,FTSE ASFA Australia Small Cap,ftse-asfa-australia-small-cap,,28865,AUD,FTFAUSSC,world_indices
australia,FTSE Australia,FTSE Australia,ftse-australia,,28866,AUD,FTWIAUSL,world_indices
australia,FTSE RAFI Australia 200,FTSE RAFI Australia 200,ftse-rafi-australia-200,,28867,AUD,FTFRAU200,world_indices
australia,Australia 50,Investing.com Australia 50,investing.com-australia-50,,956495,AUD,invau50,world_indices
australia,DJ Australia Select Dividend 30 TR,DJ Australia Select Dividend 30 TR,dj-australia-select-dividend-30-tr,,996621,AUD,DJAUSDT,global_indices
australia,FTSE ASFA Australia All Share ex 100,FTSE ASFA Australia All Share ex 100,ftse-asfa-aus-allshare-ex-100,,28858,AUD,FTFAUSX,world_indices
australia,STOXX True Exposure AU 50% EUR Price,STOXX True Exposure Australia 50% EUR Price,stoxx-true-exposure-au-50-eur-pric,,989437,EUR,SXTRUAMP,global_indices
australia,STOXX True Exposure AU 50% AUD GR,STOXX True Exposure Australia 50% AUD Gross Return,stoxx-true-exposure-au-50-aud-gr,,989433,AUD,SXTRUAMD,global_indices
australia,STOXX True Exposure AU 50% USD GR,STOXX True Exposure Australia 50% USD Gross Return,stoxx-true-exposure-au-50-usd-gr,,989435,USD,SXTRUAMH,global_indices
australia,BNY Mellon Australia Classic ADR,BNY Mellon Australia Classic ADR,bny-australia-classic-adr,,956036,USD,BKCAU,global_indices
australia,BNY Mellon Australia ADR TR,BNY Mellon Australia ADR Total Return,bny-australia-adr-tr,,956012,USD,BKAUT,global_indices
australia,BNY Mellon Australia ADR,BNY Mellon Australia ADR,bny-australia-adr,,955974,USD,BKAU,global_indices
australia,DJ Australia LPT,Dow Jones Australia LPT,dj-australia-lpt,,954243,AUD,DJAULPT,global_indices
australia,S&P/ASX 200 Accumulated,S&P/ASX 200 Accumulated,s-p-asx-200-accumulated,,951106,AUD,AXJOA,global_indices
australia,TR Australia 50,Thomson Reuters Australia 50,thomson-reuters-australia-50,,941624,AUD,TRX50AUP,global_indices
australia,TR Australia 10 Years Government Benchmark,Thomson Reuters Australia 10 Years Government Benchmark,tr-au-10-y-government,,956832,AUD,TRXVAUGOV10D,global_indices
australia,BNY Mellon Australia Classic ADR TR,BNY Mellon Australia Classic ADR Total Return,bny-australia-classic-adr-tr,,956096,USD,BKCAUT,global_indices
australia,TR Australia 2 Years Government Benchmark,Thomson Reuters Australia 2 Years Government Benchmark,tr-au-2-y-government,,956823,AUD,TRXVAUGOV2D,global_indices
australia,TR Australia 7 Years Government Benchmark,Thomson Reuters Australia 7 Years Government Benchmark,tr-au-7-y-government,,956817,AUD,TRXVAUGOV7D,global_indices
australia,TR Australia 3 Years Government Benchmark,Thomson Reuters Australia 3 Years Government Benchmark,tr-au-3-y-government,,956816,AUD,TRXVAUGOV3D,global_indices
australia,NQ Australia Telecommunications,NASDAQ Australia Telecommunications,nq-australia-telecommunications,,957228,USD,NQAU6000,global_indices
australia,DJ Australia,Dow Jones Australia,dj-australia,,954240,AUD,DJAU,global_indices
australia,DJ Australia USD,Dow Jones Australia USD,dj-australia-usd,,954199,USD,AUDOWD,global_indices
australia,MSCI Australia AUD,MSCI Australia AUD,msci-australia-aud,,951404,AUD,MSCIAU,global_indices
australia,MSCI Australia USD,MSCI Australia USD,msci-australia-usd,,951285,USD,MIAU00000NUS,global_indices
australia,TR Australia 5 Years Government Benchmark,Thomson Reuters Australia 5 Years Government Benchmark,tr-au-5-y-government,,956821,AUD,TRXVAUGOV5D,global_indices
australia,DJ Australia SelDiv 30 Distr EUR,Dow Jones Australia Select Dividend 30 Distributing EUR,dj-australia-seldiv-30-distr-eur,,954241,EUR,DJAUDID,global_indices
australia,DJ Australia Large-Cap,Dow Jones Australia Large-Cap,dj-australia-large-cap,,954242,AUD,DJAUL,global_indices
australia,DJ Australia Mid-Cap,Dow Jones Australia Mid-Cap,dj-australia-mid-cap,,954244,AUD,DJAUM,global_indices
australia,STOXX True Exposure AU 50% EUR GR,STOXX True Exposure Australia 50% EUR Gross Return,stoxx-true-exposure-au-50-eur-gr,,989434,EUR,SXTRUAMG,global_indices
australia,S&P/ASX 300 Utilities Industry,S&P/ASX 300 Utilities Industry,s-p-asx300-ind.-utilities,,40860,AUD,AXUTKD,world_indices
australia,STOXX True Exposure AU 50% AUD Price,STOXX True Exposure Australia 50% AUD Price,stoxx-true-exposure-au-50-aud-pric,,989432,AUD,SXTRUAMA,global_indices
australia,STOXX AU 50 Risk 5% RV EUR,Stoxx Australia 50 Risk 5% RV EUR,stoxx-australia-50-risk-5-rv-eur,,989233,EUR,SAUR5EG,global_indices
australia,STOXX AU 50 Risk 5% RV USD,Stoxx Australia 50 Risk 5% RV USD,stoxx-australia-50-risk-5-rv-usd,,989232,USD,SAUR5DG,global_indices
australia,STOXX AU 50 Risk 20% RV EUR,Stoxx Australia 50 Risk 20% RV EUR,stoxx-australia-50-risk-20-rv-eur,,989231,EUR,SAUR20EG,global_indices
australia,STOXX AU 50 Risk 20% RV USD,Stoxx Australia 50 Risk 20% RV USD,stoxx-australia-50-risk-20-rv-usd,,989230,USD,SAUR20DG,global_indices
australia,STOXX AU 50 Risk 15% RV EUR,Stoxx Australia 50 Risk 15% RV EUR,stoxx-australia-50-risk-15-rv-eur,,989229,EUR,SAUR15EG,global_indices
australia,STOXX AU 50 Risk 15% RV USD,Stoxx Australia 50 Risk 15% RV USD,stoxx-australia-50-risk-15-rv-usd,,989228,USD,SAUR15DG,global_indices
australia,STOXX AU 50 Risk 10% RV EUR,Stoxx Australia 50 Risk 10% RV EUR,stoxx-australia-50-risk-10-rv-eur,,989227,EUR,SAUR10EG,global_indices
australia,STOXX AU 50 Risk 10% RV USD,Stoxx Australia 50 Risk 10% RV USD,stoxx-australia-50-risk-10-rv-usd,,989226,USD,SAUR10DG,global_indices
australia,STOXX AU 50 Daily EUR,Stoxx Australia 50  Daily EUR,stoxx-australia-50--daily-eur,,989225,EUR,SAUODLEG,global_indices
australia,STOXX AU 50 Daily EUR,Stoxx Australia 50 Daily EUR,stoxx-australia-50-daily-eur,,989224,EUR,SAUDLEG,global_indices
australia,STOXX AU 50 Daily 4 EUR,Stoxx Australia 50 Daily 4 EUR,stoxx-australia-50-daily-4-eur,,989223,EUR,SAUDL4EG,global_indices
australia,FTSE Australia High Dividend Yield,FTSE Australia High Dividend Yield,ftse-australia-high-dividend-yield,,961505,AUD,FTGPVAN013,global_indices
australia,DJ Australia SelDiv 30,Dow Jones Australia Select Dividend 30,dj-australia-seldiv-30,,954246,AUD,DJAUSD,global_indices
australia,DJ Australia Small-Cap,Dow Jones Australia Small-Cap,dj-australia-small-cap,,954245,AUD,DJAUS,global_indices
australia,STOXX True Exposure AU 50% USD Price,STOXX True Exposure Australia 50% USD Price,stoxx-true-exposure-au-50-usd-pric,,989436,USD,SXTRUAML,global_indices
australia,S&P/ASX 300 Utilities,S&P/ASX 300 Utilities,s-p-asx300-utilities,,40845,AUD,AXUKD,world_indices
australia,S&P ASX 200 Leverage x2,S&P ASX 200 Leverage x2,s-p-asx200-2xlev,,14522,AUD,AXLD,world_indices
australia,S&P/ASX 300 Telecommunication Services Industry,S&P/ASX 300 Telecommunication Services Industry,s-p-asx300-ind.-telecomm-services,,40888,AUD,AXTEKD,world_indices
australia,S&P/ASX Midcap 50,S&P/ASX Midcap 50,s-p-asx-midcap50,,14495,AUD,AXMD,world_indices
australia,FTSE EPRA/NAREIT Australia,FTSE EPRA/NAREIT Australia,ftse-epra-nareit-australia,,28868,AUD,FTELAU,world_indices
australia,S&P/ASX 100 Industrials,S&P/ASX 100 Industrials,s-p-asx-100-industrials,,40854,AUD,AXTID,world_indices
australia,S&P/ASX 100 Resources,S&P/ASX 100 Resources,s-p-asx-100-resources,,40846,AUD,AXTRD,world_indices
australia,S&P/ASX 200 Automobiles & Components,S&P/ASX 200 Automobiles & Components,200-automobiles---components,,40896,AUD,AXACJD,world_indices
australia,S&P/ASX 200 Banks,S&P/ASX 200 Banks,s-p-asx200-banks-(size),,40856,AUD,AXBAJD,world_indices
australia,S&P/ASX 200 Captal Goods Size,S&P/ASX 200 Captal Goods Size,s-p-asx200-captal-goods-(size),,40872,AUD,AXCGJD,world_indices
australia,S&P/ASX 300 Transportation,S&P/ASX 300 Transportation,s-p-asx300-transportation,,40861,AUD,AXTRKD,world_indices
australia,S&P/ASX 200 Consumer Durables & Apparel,S&P/ASX 200 Consumer Durables & Apparel,s-p-asx200-cons.-dura.---apparel,,40876,AUD,AXCDJD,world_indices
australia,S&P/ASX 200 Diversified Financials,S&P/ASX 200 Diversified Financials,s-p-asx200-diversified-financials,,40882,AUD,AXDFJD,world_indices
australia,S&P/ASX 200 Energy,S&P/ASX 200 Energy,s-p-asx200-energy,,40833,AUD,AXENJD,world_indices
australia,S&P/ASX 200 Food & Drug Retailing,S&P/ASX 200 Food & Drug Retailing,s-p-asx200-food---drug-retailing,,40877,AUD,AXFDJD,world_indices
australia,S&P/ASX 200 Food Beverage & Tobacco,S&P/ASX 200 Food Beverage & Tobacco,s-p-asx200-food-beverage---tobacco,,40892,AUD,AXFBJD,world_indices
australia,S&P/ASX 200 Health Care Equipment & Services,S&P/ASX 200 Health Care Equipment & Services,s-p-asx200-hlthcare-equip--service,,40893,AUD,AXHCJD,world_indices
australia,S&P/ASX 200 Hotels Restaurants & Leisure,S&P/ASX 200 Hotels Restaurants & Leisure,s-p-asx200-hotels-rest.---leisure,,40883,AUD,AXHRJD,world_indices
australia,S&P/ASX 200 Industrials (Size),S&P/ASX 200 Industrials (Size),s-p-asx-200-industrials-(size),,40870,AUD,AXJID,world_indices
australia,S&P/ASX 200 Insurance,S&P/ASX 200 Insurance,s-p-asx200-insurance,,40835,AUD,AXINJD,world_indices
australia,S&P/ASX 200 Materials,S&P/ASX 200 Materials,s-p-asx200-materials,,40839,AUD,AXMAJD,world_indices
australia,S&P/ASX 200 Media,S&P/ASX 200 Media,s-p-asx200-media,,40836,AUD,AXMEJD,world_indices
australia,S&P/ASX All Australian 50,S&P/ASX All Australian 50,s-p-asx-all-australian-50,,14502,AUD,AXAF,world_indices
australia,S&P/ASX 200 Pharmaceuticals & Biotechnology,S&P/ASX 200 Pharmaceuticals & Biotechnology,s-p-asx200-pharma---biotech,,40863,AUD,AXPBJD,world_indices
australia,S&P/ASX All Australian 200,S&P/ASX All Australian 200,s-p-asx-all-australian-200,,14503,AUD,AXAT,world_indices
australia,S&P/ASX 300,S&P/ASX 300,s-p-asx-300,,14498,AUD,AXKO,world_indices
australia,S&P/ASX 200,S&P/ASX 200,aus-200,,171,AUD,AXJO,world_indices
australia,ASX All Ordinaries Gold,ASX All Ordinaries Gold,s-p-asx-all-ord-gold,,14500,AUD,AXGD,world_indices
australia,S&P/ASX 200 Consumer Discretionary,S&P/ASX 200 Consumer Discretionary,s-p-asx-200-consumer-disc,,14507,AUD,AXDJ,world_indices
australia,S&P/ASX 200 Consumer Staples,S&P/ASX 200 Consumer Staples,s-p-asx-200-consumer-staples,,14508,AUD,AXSJ,world_indices
australia,S&P/ASX 200 Energy,S&P/ASX 200 Energy,s-p-asx-200-energy,,14504,AUD,AXEJ,world_indices
australia,S&P/ASX 200 Financials,S&P/ASX 200 Financials,s-p-asx-200-financials,,14510,AUD,AXFJ,world_indices
australia,S&P/ASX 200 Health Care,S&P/ASX 200 Health Care,s-p-asx-200-health-care,,14509,AUD,AXHJ,world_indices
australia,S&P/ASX 200 Industrials,S&P/ASX 200 Industrials,s-p-asx-200-industrials,,14506,AUD,AXNJ,world_indices
australia,S&P/ASX 200 Information Technology,S&P/ASX 200 Information Technology,s-p-asx-200-info-tech,,14511,AUD,AXIJ,world_indices
australia,S&P/ASX 200 Materials,S&P/ASX 200 Materials,s-p-asx-200-materials,,14505,AUD,AXMJ,world_indices
australia,S&P/ASX 200 REIT,S&P/ASX 200 REIT,s-p-asx200-a-reit,,14514,AUD,AXPJ,world_indices
australia,S&P/ASX 200 Resources,S&P/ASX 200 Resources,s-p-asx-200-resources,,14516,AUD,AXJR,world_indices
australia,S&P/ASX 200 Telecom Services,S&P/ASX 200 Telecommunication Services,s-p-asx-200-telecom-services,,14512,AUD,AXTJ,world_indices
australia,S&P/ASX 200 Utilities,S&P/ASX 200 Utilities,s-p-asx-200-utilities,,14513,AUD,AXUJ,world_indices
australia,S&P/ASX 300 Metals & Mining,S&P/ASX 300 Metals & Mining,s-p-asx-300-metals---mining,,14501,AUD,AXMM,world_indices
australia,ASX All Ordinaries,ASX All Ordinaries,all-ordinaries,,14499,AUD,AORD,world_indices
australia,ASX Small Ordinaries,ASX Small Ordinaries,s-p-asx-small-ord,,14497,AUD,AXSO,world_indices
australia,S&P/ASX 100,S&P/ASX 100,s-p-asx-100,,14496,AUD,ATOI,world_indices
australia,S&P/ASX 20,S&P/ASX 20,s-p-asx-20,,14493,AUD,ATLI,world_indices
australia,S&P/ASX 50,S&P/ASX 50,s-p-asx-50,,14494,AUD,AFLI,world_indices
australia,S&P/ASX 200 Real Estate,S&P/ASX 200 Real Estate,s-p-asx200-real-estate,,40849,AUD,AXREJD,world_indices
australia,S&P/ASX 200 Commercial & Professional Services,S&P/ASX 200 Commercial & Professional Services,s-p-asx200-commercial-serv--supp,,40875,AUD,AXCSJD,world_indices
australia,S&P/ASX 300 Media,S&P/ASX 300 Media,s-p-asx300-media,,40838,AUD,AXMEKD,world_indices
australia,S&P/ASX 300 Financials,S&P/ASX 300 Financials,s-p-asx300-financials,,40848,AUD,AXFKD,world_indices
australia,S&P/ASX 300 Financials ex Property Trusts,S&P/ASX 300 Financials ex Property Trusts,s-p-asx300-financials-ex-prop-tr,,40880,AUD,AXXKD,world_indices
australia,S&P/ASX 300 Food & Drug Retailing,S&P/ASX 300 Food & Drug Retailing,s-p-asx300-food---drug-retailing,,40881,AUD,AXFDKD,world_indices
australia,S&P/ASX 300 Health Care,S&P/ASX 300 Health Care,s-p-asx300-health-care,,40850,AUD,AXHKD,world_indices
australia,S&P/ASX 300 Health Care Equipment & Services,S&P/ASX 300 Health Care Equipment & Services,s-p-asx300-hlthcare-equip--service,,40895,AUD,AXHCKD,world_indices
australia,S&P/ASX 300 Hotels Restaurants & Leisure,S&P/ASX 300 Hotels Restaurants & Leisure,s-p-asx300-hotels-rest.---leisure,,40887,AUD,AXHRKD,world_indices
australia,S&P/ASX 300 Industrials,S&P/ASX 300 Industrials,s-p-asx300-industrials,,40852,AUD,AXNKD,world_indices
australia,S&P/ASX 300 Industrials,S&P/ASX 300 Industrials,s-p-asx-300-industrials,,40855,AUD,AXKID,world_indices
australia,S&P/ASX 300 Information Technology,S&P/ASX 300 Information Technology,s-p-asx300-information-technology,,40889,AUD,AXIKD,world_indices
australia,S&P/ASX 300 Insurance,S&P/ASX 300 Insurance,s-p-asx300-insurance,,40842,AUD,AXINKD,world_indices
australia,S&P/ASX 300 Materials,S&P/ASX 300 Materials,s-p-asx300-materials,,40843,AUD,AXMKD,world_indices
australia,S&P/ASX 300 Materials Industry,S&P/ASX 300 Materials Industry,s-p-asx300-ind.-materials,,40859,AUD,AXMAKD,world_indices
australia,S&P/ASX 300 Pharmaceuticals & Biotechnology,S&P/ASX 300 Pharmaceuticals & Biotechnology,s-p-asx300-pharma---biotech,,40865,AUD,AXPBKD,world_indices
australia,S&P/ASX 300 Property Trusts,S&P/ASX 300 Property Trusts,s-p-asx300-financials-prop-trusts,,40886,AUD,AXPKD,world_indices
australia,S&P/ASX 300 Real Estate,S&P/ASX 300 Real Estate,s-p-asx300-real-estate,,40853,AUD,AXREKD,world_indices
australia,S&P/ASX 300 Resources,S&P/ASX 300 Resources,s-p-asx-300-resources,,40847,AUD,AXKRD,world_indices
australia,S&P/ASX 300 Retailing,S&P/ASX 300 Retailing,s-p-asx300-retailing,,40844,AUD,AXRTKD,world_indices
australia,S&P/ASX 300 Software & Services,S&P/ASX 300 Software & Services,s-p-asx300-software---services,,40874,AUD,AXSSKD,world_indices
australia,S&P/ASX 300 Telecommunication Services,S&P/ASX 300 Telecommunication Services,s-p-asx300-telecomm-services,,40867,AUD,AXTKD,world_indices
australia,S&P/ASX 300 Energy Industry,S&P/ASX 300 Energy Industry,s-p-asx300-ind.-energy,,40851,AUD,AXENKD,world_indices
australia,S&P/ASX 300 Energy,S&P/ASX 300 Energy,s-p-asx300-energy,,40834,AUD,AXEKD,world_indices
australia,S&P/ASX 300 Food Beverage & Tobacco,S&P/ASX 300 Food Beverage & Tobacco,s-p-asx300-food-beverage---tobacco,,40894,AUD,AXFBKD,world_indices
australia,S&P/ASX 300 Consumer Staples,S&P/ASX 300 Consumer Staples,s-p-asx300-consumer-staples,,40864,AUD,AXSKD,world_indices
australia,S&P/ASX 300 Diversified Financials,S&P/ASX 300 Diversified Financials,s-p-asx300-diversified-financials,,40885,AUD,AXDFKD,world_indices
australia,S&P/ASX 200 Retailing,S&P/ASX 200 Retailing,s-p-asx200-retailing,,40840,AUD,AXRTJD,world_indices
australia,S&P/ASX 200 Software & Services,S&P/ASX 200 Software & Services,s-p-asx200-software---services,,40873,AUD,AXSSJD,world_indices
australia,S&P/ASX 200 Telecommunication Services,S&P/ASX 200 Telecommunication Services,s-p-asx200-telecomm-services,,40866,AUD,AXTEJD,world_indices
australia,S&P/ASX 200 Utilities,S&P/ASX 200 Utilities,s-p-asx200-utilities,,40841,AUD,AXUTJD,world_indices
australia,S&P/ASX 300 Automobiles & Components,S&P/ASX 300 Automobiles & Components,300-automobiles---components,,40897,AUD,AXACKD,world_indices
australia,S&P/ASX 200 Transportation,S&P/ASX 200 Transportation,s-p-asx200-transportation,,40858,AUD,AXTRJD,world_indices
australia,S&P/ASX 300 Captal Goods,S&P/ASX 300 Captal Goods,s-p-asx300-captal-goods,,40857,AUD,AXCGKD,world_indices
australia,S&P/ASX 300 Commerical Services & Supplies,S&P/ASX 300 Commerical Services & Supplies,s-p-asx300-commercial-serv--supp,,40878,AUD,AXCSKD,world_indices
australia,S&P/ASX 300 Consumer Discretionary,S&P/ASX 300 Consumer Discretionary,s-p-asx300-consumer-discretionary,,40884,AUD,AXDKD,world_indices
australia,S&P/ASX 300 Consumer Durables & Apparel,S&P/ASX 300 Consumer Durables & Apparel,s-p-asx300-cons.-dura.---apparel,,40879,AUD,AXCDKD,world_indices
australia,S&P/ASX 300 Banks,S&P/ASX 300 Banks,s-p-asx300-banks,,40837,AUD,AXBAKD,world_indices
austria,Russian Depositary Short EUR,Russian Depositary Short EUR,russian-depositary-short-eur,,945489,EUR,SRDXEUR,world_indices
austria,Russian Depositary EUR,Russian Depositary EUR,russian-depositary-eur,,945452,EUR,RDXEUR,world_indices
austria,Russian Depositary Short USD,Russian Depositary Short USD,russian-depositary-short-usd,,945490,USD,SRDXUSD,world_indices
austria,RDX NTR USD,Russian Depositary Net Total Return USD,rdx-ntr-usd,,945461,USD,RDXNTRU,world_indices
austria,RDX NTR EUR,Russian Depositary Net Total Return EUR,rdx-ntr-eur,,945460,EUR,RDXNTRE,world_indices
austria,RDX NTR Leverage x4 NTR EUR,Russian Depositary Leverage x4 Net Total Return EUR,rdx-leverage-x4-eur,,945459,EUR,RDXLV4,world_indices
austria,RDX NTR Leverage x2 NTR EUR,Russian Depositary Leverage x2 Net Total Return EUR,rdx-leverage-x2-eur,,945456,EUR,RDXLV2,world_indices
austria,RDX Extended USD,RDX Extended USD,rdx-extended-usd,,945481,USD,RXUSD,world_indices
austria,RTX Mid Cap USD,RTX Mid Cap USD,rtx-mid-cap-usd,,945469,USD,RTXMUSD,world_indices
austria,RDX TR USD,RDX TR USD,rdx-tr-usd,,945458,USD,RDXTRU,world_indices
austria,RDX USD,RDX USD,rdx-usd,,100149,USD,RDXUSD,world_indices
austria,Romanian Traded EUR,Romanian Traded EUR,romanian-traded-eur,,945370,EUR,ROTXEUR,world_indices
austria,Romanian Traded in RON,Romanian Traded in RON,romanian-tr-ron,,945465,RON,ROTX,world_indices
austria,Romanian Traded USD,Romanian Traded USD,romanian-traded-usd,,945369,USD,ROTXUSD,world_indices
austria,RTX Mid Cap EUR,RTX Mid Cap EUR,rtx-mid-cap-eur,,945468,EUR,RTXMEUR,world_indices
austria,RTX Mid Cap RUB,RTX Mid Cap RUB,rtx-mid-cap-rub,,945471,RUB,RTXML,world_indices
austria,Russian Traded EUR,Russian Traded EUR,russian-traded-eur,,945466,EUR,RTXEUR,world_indices
austria,RDX TR EUR,RDX TR EUR,rdx-tr-eur,,945457,EUR,RDXTRE,world_indices
austria,Russian Traded RUB,Russian Traded RUB,russian-traded-rub,,945467,RUB,RTXL,world_indices
austria,DJ Austria USD,Dow Jones Austria USD,dj-austria-usd,,954198,USD,ATDOWD,global_indices
austria,Serbian RSD,Serbian RSD,srx-rsd,,945496,RSD,SRXL,world_indices
austria,DJ Austria,Dow Jones Austria,dj-austria,,954197,EUR,ATDOW,global_indices
austria,TR Austria 3 Years Government Benchmark,Thomson Reuters Austria 3 Years Government Benchmark,tr-oe-3-y-government,,956824,EUR,TRXVOEGOV3E,global_indices
austria,TR Austria 30 Years Government Benchmark,Thomson Reuters Austria 30 Years Government Benchmark,tr-oe-30-y-government,,956825,EUR,TRXVOEGOV30E,global_indices
